순번,개봉연도,영화명,감독,배급사,개봉일,국적,전국스크린수,전국매출액,전국관객수,장르,등급,영화구분
1919,2017,목소리의 형태,야마다 나오코,(주)디스테이션,2017-05-09,일본,466,2141765014,272877,애니메이션,전체관람가,일반영화
1920,2017,공범자들,최승호,(주)엣나인필름,2017-08-17,한국,228,2017678800,258478,다큐멘터리,15세이상관람가,독립/예술영화
1921,2017,미옥,이안규,(주)키다리이엔티,2017-11-09,한국,635,1897705564,238587,범죄,청소년관람불가,일반영화
1922,2017,어느날,이윤기,"오퍼스픽쳐스(유),CGV아트하우스",2017-04-05,한국,532,1827370582,232016,멜로/로맨스,15세이상관람가,일반영화
1923,2017,딥,줄리오 소토 거피드,(주)이수C&E,2017-10-03,스페인,441,1746940500,226933,애니메이션,전체관람가,독립/예술영화
1924,2017,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,"우시로 신지,요코이 타케시",(주)씨제이이엔엠,2017-09-27,일본,486,1581375300,215203,애니메이션,전체관람가,일반영화
1925,2017,어쌔신: 더 비기닝,마이클 쿠에스타,(주)이수C&E,2017-12-07,미국,528,1575027000,203045,액션,15세이상관람가,일반영화
1926,2017,발레리나,"에릭 섬머,에릭 와린",판씨네마(주),2017-02-09,프랑스,434,1509668400,201365,애니메이션,전체관람가,일반영화
1927,2017,50가지 그림자: 심연,제임스 폴리,유니버설픽쳐스인터내셔널 코리아(유),2017-02-09,미국,435,1589180900,189620,드라마,청소년관람불가,일반영화
1928,2017,핵소 고지,멜 깁슨,판씨네마(주),2017-02-22,미국,442,1342081900,177601,드라마,15세이상관람가,일반영화
1929,2017,문라이트,배리 젠킨스,CGV아트하우스,2017-02-22,미국,173,1403639195,177483,드라마,15세이상관람가,독립/예술영화
1930,2017,채비,조영준,오퍼스픽쳐스(유),2017-11-09,한국,480,1249977864,175889,드라마,12세이상관람가,일반영화
1931,2017,"나는 내일, 어제의 너와 만난다",미키 타카히로,(주)디스테이션,2017-10-12,일본,206,1343600900,175367,멜로/로맨스,12세이상관람가,독립/예술영화
1932,2017,예수는 역사다,존 건,(재)CBS,2017-07-13,미국,217,1229743400,170796,드라마,전체관람가,독립/예술영화
1933,2017,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,다카하시 아츠시,(주)넥스트엔터테인먼트월드(NEW),2017-08-10,일본,351,1175560900,166252,애니메이션,전체관람가,일반영화
1934,2017,더 큐어,고어 버빈스키,이십세기폭스코리아(주),2017-02-15,미국,419,1331883200,159948,미스터리,청소년관람불가,일반영화
1935,2017,아토믹 블론드,데이빗 레이치,(주)키다리이엔티,2017-08-30,미국,471,1177725658,155368,액션,청소년관람불가,일반영화
1936,2017,레고 닌자고 무비,찰리 빈,워너브러더스 코리아(주),2017-09-28,미국,459,1149394400,154966,애니메이션,전체관람가,일반영화
1937,2017,비정규직 특수요원,김덕수,"(주)이수C&E,(주)스톰픽쳐스코리아",2017-03-16,한국,497,1150732700,149719,코미디,15세이상관람가,일반영화
1938,2017,레고 배트맨 무비,크리스 맥케이,워너브러더스 코리아(주),2017-02-09,미국,427,1175424305,148760,애니메이션,전체관람가,일반영화
1939,2017,극장판 또봇: 로봇군단의 습격,"이달,고동우",(주)씨제이이엔엠,2017-04-27,한국,231,1089135300,141592,애니메이션,전체관람가,일반영화
1940,2017,극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,닛타 노리오,(주)씨제이이엔엠,2017-09-07,일본,232,1055895200,137052,애니메이션,전체관람가,일반영화
1941,2017,로마의 휴일,이덕희,메가박스중앙(주)플러스엠,2017-08-30,한국,436,993321176,134827,코미디,15세이상관람가,일반영화
1942,2017,명탐정 코난: 에피소드 원-작아진 명탐정,야마모토 야스이치로,(주)씨제이이엔엠,2017-02-08,일본,215,999362100,128472,애니메이션,12세이상관람가,일반영화
1943,2017,눈길,이나정,"(주)엣나인필름,CGV아트하우스",2017-03-01,한국,495,947059100,126443,드라마,15세이상관람가,독립/예술영화
1944,2017,저수지 게임,최진성,(주)스마일이엔티,2017-09-07,한국,289,984605100,125402,다큐멘터리,15세이상관람가,독립/예술영화
1945,2017,시간위의 집,임대웅,"(주)리틀빅픽쳐스,(주)페퍼민트앤컴퍼니",2017-04-05,한국,454,987958600,124601,미스터리,15세이상관람가,일반영화
1946,2017,마이펫 오지,알베르토 로드리게즈,롯데쇼핑㈜롯데엔터테인먼트,2017-02-16,스페인,393,911866950,124112,애니메이션,전체관람가,독립/예술영화
1947,2017,"서서평, 천천히 평온하게","홍주연,홍현정",커넥트픽쳐스(주),2017-04-26,한국,234,875685400,123036,다큐멘터리,전체관람가,독립/예술영화
1948,2017,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,타카하시 와타루,(주)넥스트엔터테인먼트월드(NEW),2017-01-25,일본,334,905611600,119197,애니메이션,전체관람가,일반영화
1949,2017,킹 오브 프리즘 - 프라이드 더 히어로,히시다 마사카즈,"동우에이앤이(주),(주)박수엔터테인먼트",2017-06-10,일본,92,981891500,119135,애니메이션,15세이상관람가,일반영화
1950,2017,파리로 가는 길,엘레노어 코폴라,(주)티캐스트,2017-08-03,미국,79,931810300,118985,드라마,12세이상관람가,독립/예술영화
1951,2017,극장판 소드 아트 온라인 -오디널 스케일-,이토 토모히코,(주)박수엔터테인먼트,2017-02-23,일본,124,897598000,117401,애니메이션,12세이상관람가,일반영화
1952,2017,여교사,김태용,필라멘트픽쳐스,2017-01-04,한국,393,947192460,116851,드라마,청소년관람불가,독립/예술영화
1953,2017,직쏘,"피터 스피어이그,마이클 스피어리그",㈜코리아스크린,2017-11-02,미국,175,966956500,110834,공포(호러),청소년관람불가,일반영화
1954,2017,베이블레이드 버스트 갓 : 갓 발키리의 탄생,야마구치 켄타로,(주)씨제이이엔엠,2017-06-01,일본,198,823353500,108896,애니메이션,전체관람가,일반영화
1955,2017,더 테이블,김종관,(주)엣나인필름,2017-08-24,한국,272,830762100,103054,드라마,12세이상관람가,독립/예술영화
1956,2017,루시드 드림,김준성,(주)넥스트엔터테인먼트월드(NEW),2017-02-22,한국,461,759481000,102170,SF,15세이상관람가,일반영화
1957,2017,딥워터 호라이즌,피터 버그,메가박스중앙(주)플러스엠,2017-01-25,미국,433,775611543,100021,액션,12세이상관람가,일반영화
1958,2017,라이언,가스 데이비스,(주)이수C&E,2017-02-01,호주,205,736334100,98660,드라마,12세이상관람가,독립/예술영화
1959,2017,김광석,이상호,(주)무빙픽쳐스컴퍼니,2017-08-30,한국,223,772483500,98231,다큐멘터리,15세이상관람가,독립/예술영화
1960,2017,다크타워: 희망의 탑,니콜라이 아르셀,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-08-23,미국,497,761759275,97017,액션,15세이상관람가,일반영화
1961,2017,슈퍼 빼꼼: 스파이 대작전,임아론,메가박스중앙(주)플러스엠,2017-05-03,한국,358,691794900,97005,애니메이션,전체관람가,일반영화
1962,2017,사일런스,마틴 스코세이지,(주)키다리이엔티,2017-02-28,미국,342,700818300,94750,드라마,15세이상관람가,독립/예술영화
1963,2017,인비저블 게스트,오리올 파울로,(주)더블앤조이픽쳐스,2017-09-21,스페인,232,758162200,94281,범죄,15세이상관람가,독립/예술영화
1964,2017,노 게임 노 라이프 -제로-,이시즈카 아츠코,(주)박수엔터테인먼트,2017-10-19,일본,121,738618300,90643,애니메이션,12세이상관람가,독립/예술영화
1965,2017,몬스터 콜,후안 안토니오 바요나,롯데쇼핑㈜롯데엔터테인먼트,2017-09-14,스페인,349,686273900,87841,판타지,12세이상관람가,독립/예술영화
1966,2017,지랄발광 17세,켈리 프레몬,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-06-28,미국,90,656251800,83258,코미디,15세이상관람가,독립/예술영화
1967,2017,파도가 지나간 자리,데릭 시엔프랜스,CGV아트하우스,2017-03-08,미국,276,634595200,82177,드라마,15세이상관람가,독립/예술영화
1968,2017,원더,스티븐 크보스키,"CGV아트하우스,그린나래미디어(주)",2017-12-27,미국,183,632389700,81680,드라마,전체관람가,독립/예술영화
1969,2017,꼬마참새 리차드: 아프리카 원정대,"토비 젠켈,레자 메마리",(주)키다리이엔티,2017-06-15,독일,319,599076600,81136,애니메이션,전체관람가,독립/예술영화
1970,2017,드래곤 스펠: 마법 꽃의 비밀,마누크 데포얀,㈜코리아스크린,2017-08-15,독일,164,582071200,79446,애니메이션,전체관람가,독립/예술영화
1971,2017,너와 100번째 사랑,츠키카와 쇼,(주)디스테이션,2017-05-25,일본,140,620733200,78930,드라마,12세이상관람가,독립/예술영화
1972,2017,오즈: 신기한 마법가루,블라디미르 토로프킨,(주)스마일이엔티,2017-07-20,러시아,343,565456600,78440,애니메이션,전체관람가,독립/예술영화
1973,2017,오두막,스튜어트 하젤딘,판씨네마(주),2017-04-20,미국,396,581005200,75657,드라마,12세이상관람가,독립/예술영화
1974,2017,바다 탐험대 옥토넛 시즌4: 더 파이널,다라 오코넬,와이드 릴리즈(주),2017-06-01,영국,167,478767000,73417,애니메이션,전체관람가,독립/예술영화
1975,2017,파워레인져스: 더 비기닝,딘 이스라엘리트,(주)넥스트엔터테인먼트월드(NEW),2017-04-20,미국,479,570203561,72495,액션,12세이상관람가,일반영화
1976,2017,더 서클,제임스 폰솔트,(주)키다리이엔티,2017-06-22,미국,169,578129700,71362,드라마,12세이상관람가,독립/예술영화
1977,2017,패트리어트 데이,피터 버그,(주)이수C&E,2017-04-06,미국,375,521471618,66074,드라마,15세이상관람가,일반영화
1978,2017,극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지,타케모토 노보루,(주)넥스트엔터테인먼트월드(NEW),2017-11-09,일본,370,501257700,65895,액션,전체관람가,일반영화
1979,2017,뷰티풀 투모로우,장재혁,씨제이 씨지브이(CJ CGV)(주),2017-10-26,한국,47,552273700,63279,드라마,12세이상관람가,일반영화
1980,2017,리틀 프린세스 소피아 : 신비한 섬,제이미 미첼,월트디즈니컴퍼니코리아 유한책임회사,2017-09-28,미국,135,441475500,62454,애니메이션,전체관람가,일반영화
1981,2017,극장판 쿠로코의 농구 라스트 게임,타다 슌스케,(주)박수엔터테인먼트,2017-04-27,일본,96,462290000,62393,애니메이션,12세이상관람가,일반영화
1982,2017,더 크리스마스,티모시 렉카트,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-12-21,미국,158,461785500,62082,애니메이션,전체관람가,일반영화
1983,2017,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,다라 오코넬,와이드 릴리즈(주),2017-01-25,영국,145,404919500,60935,애니메이션,전체관람가,독립/예술영화
1984,2017,나의 붉은고래,"양선,장춘",(주)영화사 빅,2017-06-15,중국,390,438539500,57388,애니메이션,전체관람가,독립/예술영화
1985,2017,밤의 해변에서 혼자,홍상수,"(주)영화제작전원사 ,(주)콘텐츠판다",2017-03-23,한국,133,438976092,56995,드라마,청소년관람불가,독립/예술영화
1986,2017,래빗 스쿨,우테 폰 뮌쇼폴,예지림엔터테인먼트,2017-11-23,독일,314,401768900,55784,애니메이션,전체관람가,독립/예술영화
1987,2017,위시 어폰,존 R. 레오네티,(주)이수C&E,2017-07-20,미국,279,434148000,55110,공포(호러),15세이상관람가,일반영화
1988,2017,극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,고로 사쿠라,"(주)이수C&E,(주)에이원엔터테인먼트",2017-12-14,일본,207,424665700,54988,애니메이션,전체관람가,일반영화
1989,2017,맨체스터 바이 더 씨,케네스 로너건,THE 픽쳐스,2017-02-15,미국,109,431623800,53779,드라마,15세이상관람가,독립/예술영화
1990,2017,튤립 피버,저스틴 채드윅,(주)팝엔터테인먼트,2017-12-14,영국,359,417768549,52144,드라마,청소년관람불가,독립/예술영화
1991,2017,매혹당한 사람들,소피아 코폴라,유니버설픽쳐스인터내셔널 코리아(유),2017-09-06,미국,395,393548500,51867,스릴러,15세이상관람가,독립/예술영화
1992,2017,윈드 리버,테일러 쉐리던,"(주)다자인소프트,(주)유로커뮤니케이션",2017-09-14,미국,330,391358700,50783,액션,15세이상관람가,독립/예술영화
1993,2017,언더더씨,에반 트라멜,(주)팝엔터테인먼트,2017-06-22,미국,163,382413600,49958,애니메이션,전체관람가,일반영화
1994,2017,미스 슬로운,존 매든,(주)메인타이틀픽쳐스,2017-03-29,미국,104,381394300,48051,드라마,15세이상관람가,독립/예술영화
1995,2017,매기스 플랜,레베카 밀러,오드,2017-01-25,미국,94,382361800,47668,코미디,15세이상관람가,독립/예술영화
1996,2017,잃어버린 도시 Z,제임스 그레이,(주)영화사 빅,2017-09-21,미국,398,362053440,47088,액션,12세이상관람가,독립/예술영화
1997,2017,"그래, 가족",마대윤,월트디즈니컴퍼니코리아 유한책임회사,2017-02-15,한국,361,350293300,46623,코미디,12세이상관람가,일반영화
1998,2017,마더!,대런 아로노프스키,롯데쇼핑㈜롯데엔터테인먼트,2017-10-19,미국,398,366642382,46469,드라마,청소년관람불가,일반영화
1999,2017,심야식당 2,마츠오카 조지,(주)디스테이션,2017-06-08,일본,235,364773900,46468,드라마,12세이상관람가,독립/예술영화
2000,2017,리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,제이미 미첼,월트디즈니컴퍼니코리아 유한책임회사,2017-04-13,미국,149,317454000,45484,애니메이션,전체관람가,일반영화
2001,2017,내가 죽기 전에 가장 듣고 싶은 말,마크 펠링톤,"(주)메인타이틀픽쳐스,주식회사 키위컴퍼니",2017-07-19,미국,154,328678600,44839,코미디,12세이상관람가,독립/예술영화
2002,2017,댄서,스티븐 캔터,(주)엣나인필름,2017-04-13,영국,43,361971049,44750,다큐멘터리,15세이상관람가,독립/예술영화
2003,2017,하이큐!! 재능과 센스,미츠나카 스스무,(주)이수C&E,2017-11-15,일본,105,308774500,42972,애니메이션,12세이상관람가,일반영화
2004,2017,꼬마돼지 베이브의 대모험,테레사 스트로젝,(주)박수엔터테인먼트,2017-06-15,독일,312,293359100,42879,애니메이션,전체관람가,독립/예술영화
2005,2017,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,스도 토모노리,(주)박수엔터테인먼트,2017-11-16,일본,172,338294000,42413,애니메이션,15세이상관람가,독립/예술영화
2006,2017,레이디버그,장성,(주)삼지애니메이션,2017-02-22,한국,172,310291500,41041,애니메이션,전체관람가,일반영화
2007,2017,예감은 틀리지 않는다,리테쉬 바트라,CGV아트하우스,2017-08-10,영국,85,317605400,40750,드라마,15세이상관람가,독립/예술영화
2008,2017,이모티: 더 무비,토니 레온디스,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-08-02,미국,134,288871700,40221,애니메이션,전체관람가,일반영화
2009,2017,산상수훈,유영의,"이언픽쳐스,(주)그란",2017-12-07,한국,71,279317000,39044,드라마,전체관람가,독립/예술영화
2010,2017,흑집사 -북 오브 더 아틀란틱-,아베 노리유키,(주)박수엔터테인먼트,2017-04-13,일본,94,285103000,37954,애니메이션,15세이상관람가,일반영화
2011,2017,다시 태어나도 우리,"문창용,전진",(주)엣나인필름,2017-09-27,한국,118,290187943,37248,다큐멘터리,전체관람가,독립/예술영화
2012,2017,스노든,올리버 스톤,(주)리틀빅픽쳐스,2017-02-09,프랑스,278,295958562,36485,스릴러,15세이상관람가,독립/예술영화
2013,2017,극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,모리와키 마코토,(주)박수엔터테인먼트,2017-12-28,일본,191,279848900,36450,애니메이션,전체관람가,일반영화
2014,2017,다크 하우스,대런 린 보우즈만,"(주)스톰픽쳐스코리아,(주)디스테이션",2017-06-22,미국,278,295604100,36350,공포(호러),청소년관람불가,독립/예술영화
2015,2017,반지의 제왕 : 반지원정대 (확장판),피터 잭슨,(주)디스테이션,2017-01-11,뉴질랜드,74,470027900,35758,판타지,12세이상관람가,일반영화
2016,2017,잠깐만 회사 좀 관두고 올게,나루시마 이즈루,(주)이수C&E,2017-10-19,일본,271,279455400,35429,드라마,12세이상관람가,독립/예술영화
2017,2017,우리의 20세기,마이크 밀스,그린나래미디어(주),2017-09-27,미국,98,287148600,35296,드라마,15세이상관람가,독립/예술영화
2018,2017,엘르,폴 버호벤,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-06-15,프랑스,56,276952100,35122,드라마,청소년관람불가,독립/예술영화
2019,2017,키코리키: 황금모자의 비밀,데니스 체르노프,(주)영화사 빅,2017-01-25,러시아,211,248074100,35111,애니메이션,전체관람가,독립/예술영화
2020,2017,피터와 모글리의 크리스마스 어드벤처,타파스 차크라바르티,(주)팝엔터테인먼트,2017-11-23,인도,250,241351800,34899,애니메이션,전체관람가,독립/예술영화
2021,2017,녹터널 애니멀스,톰 포드,유니버설픽쳐스인터내셔널 코리아(유),2017-01-11,미국,219,284555179,34616,드라마,청소년관람불가,독립/예술영화
2022,2017,파운더,존 리 행콕,CGV아트하우스,2017-04-20,미국,288,274920900,34517,드라마,15세이상관람가,독립/예술영화
2023,2017,더 플랜,최진성,(주)엣나인필름,2017-04-20,한국,156,263526895,34225,다큐멘터리,15세이상관람가,독립/예술영화
2024,2017,7번째 내가 죽던 날,라이 루소 영,(주)키다리이엔티,2017-05-31,미국,230,259877400,34184,드라마,15세이상관람가,독립/예술영화
2025,2017,어메이징 메리,마크 웹,이십세기폭스코리아(주),2017-10-04,미국,61,272826500,33901,드라마,12세이상관람가,독립/예술영화
2026,2017,극장판 위 베어 베어스: 곰 브라더스,매니 에르난데스,(주)팝엔터테인먼트,2017-08-24,미국,307,230410600,32021,애니메이션,전체관람가,일반영화
2027,2017,나는 부정한다,믹 잭슨,(주)티캐스트,2017-04-26,영국,104,250925125,31172,드라마,12세이상관람가,독립/예술영화
2028,2017,단지 세상의 끝,자비에 돌란,(주)엣나인필름,2017-01-18,캐나다,124,242177173,30793,드라마,15세이상관람가,독립/예술영화
2029,2017,"좋아해, 너를",이마이즈미 리키야,(주)디오시네마,2017-09-14,일본,101,265102800,30714,드라마,12세이상관람가,독립/예술영화
2030,2017,반지의 제왕 : 왕의 귀환 (확장판),피터 잭슨,(주)디스테이션,2017-01-25,뉴질랜드,56,370268000,30349,판타지,12세이상관람가,일반영화
2031,2017,"나의 사랑, 그리스",크리스토퍼 파파칼리아티스,(주)팝엔터테인먼트,2017-04-20,그리스,123,241875000,30181,드라마,15세이상관람가,독립/예술영화
2032,2017,루터,에릭 틸,THE 픽쳐스,2017-10-18,독일,94,205324300,29685,드라마,12세이상관람가,독립/예술영화
2033,2017,너브,"헨리 유스트,아리엘 슐만",(주)박수엔터테인먼트,2017-01-11,미국,151,239275800,29441,어드벤처,15세이상관람가,일반영화
2034,2017,세 번째 살인,고레에다 히로카즈,(주)티캐스트,2017-12-14,일본,119,240395200,29361,스릴러,15세이상관람가,독립/예술영화
2035,2017,역모-반란의 시대,김홍선,(주)스톰픽쳐스코리아,2017-11-23,한국,355,212967300,29294,사극,15세이상관람가,일반영화
2036,2017,패터슨,짐 자무쉬,그린나래미디어(주),2017-12-21,프랑스,62,237836300,29277,드라마,12세이상관람가,독립/예술영화
2037,2017,리빙보이 인 뉴욕,마크 웹,주식회사 더쿱,2017-11-09,미국,158,239323800,29217,멜로/로맨스,15세이상관람가,독립/예술영화
2038,2017,데스노트: 더 뉴 월드,사토 신스케,(주)디스테이션,2017-03-29,일본,309,220886363,28723,범죄,15세이상관람가,일반영화
2039,2017,분노,이상일,메가박스중앙(주)플러스엠,2017-03-30,일본,99,230315537,28567,스릴러,청소년관람불가,독립/예술영화
2040,2017,극장판 암살교실 : 365일의 시간,키시 세이지,(주)박수엔터테인먼트,2017-03-23,일본,98,210398500,28364,애니메이션,12세이상관람가,일반영화
2041,2017,마리안느와 마가렛,윤세영,(주)팝엔터테인먼트,2017-04-20,한국,64,195549400,28016,다큐멘터리,전체관람가,독립/예술영화
2042,2017,키드냅,루이스 프리에토,(주)제이앤씨미디어그룹,2017-11-22,미국,167,214871800,27854,액션,15세이상관람가,독립/예술영화
2043,2017,스페이스 비트윈 어스,피터 첼섬,(주)키다리이엔티,2017-03-16,미국,370,213149361,27847,어드벤처,12세이상관람가,독립/예술영화
2044,2017,걸 온 더 트레인,테이트 테일러,(주)씨제이이엔엠,2017-03-09,미국,331,215124500,27840,드라마,청소년관람불가,일반영화
2045,2017,반지의 제왕 : 두개의 탑 (확장판),피터 잭슨,(주)디스테이션,2017-01-18,뉴질랜드,58,350183800,27440,판타지,12세이상관람가,일반영화
2046,2017,로스트 인 파리,"도미니크 아벨,피오나 고든",그린나래미디어(주),2017-05-18,프랑스,85,215575038,27203,멜로/로맨스,12세이상관람가,독립/예술영화
2047,2017,지니어스,마이클 그랜다지,(주)라이크콘텐츠,2017-04-13,영국,172,209372437,27167,드라마,12세이상관람가,독립/예술영화
2048,2017,재키,파블로 라라인,그린나래미디어(주),2017-01-25,칠레,97,209835243,26758,드라마,15세이상관람가,독립/예술영화
2049,2017,몬스터 섬의 비밀,레오폴도 아귈라,(주)박수엔터테인먼트,2017-09-07,멕시코,150,184568800,26739,애니메이션,전체관람가,독립/예술영화
2050,2017,아기돼지 3형제와 매직램프,유위,(주)팝엔터테인먼트,2017-03-23,중국,135,208444600,26670,애니메이션,전체관람가,일반영화
2051,2017,배저로와 친구들: 신비한 모험,"라스무스 A. 실버르센,룬 스파안스",와이드 릴리즈(주),2017-10-26,노르웨이,293,177884400,26185,애니메이션,전체관람가,독립/예술영화
2052,2017,부니베어: 로거빅 컴백홈 프로젝트,정량,예지림엔터테인먼트,2017-06-29,중국,277,177914300,25903,애니메이션,전체관람가,독립/예술영화
2053,2017,골드,스티븐 개건,CGV아트하우스,2017-03-22,미국,200,195197900,25595,드라마,15세이상관람가,독립/예술영화
2054,2017,매직울프,"안드레이 갈랏,막심 볼코브",(주)박수엔터테인먼트,2017-10-03,러시아,168,199069400,25556,애니메이션,전체관람가,독립/예술영화
2055,2017,사다코 대 카야코,시라이시 코지,유니버설픽쳐스인터내셔널 코리아(유),2017-01-04,일본,131,201673000,25531,공포(호러),15세이상관람가,일반영화
2056,2017,슈퍼 버드,"리카르도 아나이즈,마이크 컨켈,라울 가르시아",와이드 릴리즈(주),2017-04-06,멕시코,288,173938100,24799,애니메이션,전체관람가,독립/예술영화
2057,2017,메소드,방은진,(주)엣나인필름,2017-11-02,한국,244,199691300,24499,드라마,15세이상관람가,독립/예술영화
2058,2017,"내 어깨 위 고양이, 밥",로저 스포티스우드,(주)누리픽쳐스,2017-01-04,영국,112,193578000,24466,드라마,12세이상관람가,독립/예술영화
2059,2017,슈퍼오리 : 태양을 지켜라,빅터 라키소프,와이드 릴리즈(주),2017-08-31,러시아,257,170800400,24319,애니메이션,전체관람가,독립/예술영화
2060,2017,꿈의 제인,조현훈,"(주)엣나인필름,CGV아트하우스",2017-05-31,한국,86,198890200,24272,드라마,청소년관람불가,독립/예술영화
2061,2017,언노운 걸,"뤽 다르덴,장 피에르 다르덴",오드,2017-05-03,벨기에,67,190909700,23827,드라마,12세이상관람가,독립/예술영화
2062,2017,제인 도,안드레 외브레달,오퍼스픽쳐스(유),2017-08-23,영국,110,183431765,23467,공포(호러),청소년관람불가,독립/예술영화
2063,2017,언프렌드,시몬 베호벤,(주)크리픽쳐스,2017-02-09,독일,179,185898900,23450,스릴러,15세이상관람가,일반영화
2064,2017,토마스와 친구들: 수수께끼 해적선과 보물찾기,데이비드 스토튼,KBS 미디어,2017-06-29,영국,145,155824700,23395,애니메이션,전체관람가,독립/예술영화
2065,2017,아우토반,에란 크리비,와이드 릴리즈(주),2017-03-22,영국,153,183393500,23306,액션,15세이상관람가,독립/예술영화
2066,2017,유리정원,신수원,(주)리틀빅픽쳐스,2017-10-25,한국,332,160437700,22752,미스터리,12세이상관람가,독립/예술영화
2067,2017,레이디 맥베스,윌리엄 올드로이드,주식회사 씨네룩스,2017-08-03,영국,53,174436800,22613,드라마,청소년관람불가,독립/예술영화
2068,2017,송 투 송,테렌스 맬릭,CGV아트하우스,2017-07-26,미국,97,171942900,22453,드라마,청소년관람불가,독립/예술영화
2069,2017,파워배틀 와치카: 와치가면의 역습,"이영준,김래경",(주)삼지애니메이션,2017-06-01,한국,246,153909000,22110,애니메이션,전체관람가,일반영화
2070,2017,행복 목욕탕,나카노 료타,(주)디스테이션,2017-03-23,일본,103,168599600,21797,가족,12세이상관람가,독립/예술영화
2071,2017,내게 남은 사랑을,진광교,(주)무빙픽쳐스컴퍼니,2017-11-02,한국,156,133470600,21347,드라마,12세이상관람가,독립/예술영화
2072,2017,스테이션 7,클림 시펜코,(주)영화사 진진,2017-12-07,러시아,239,157001100,21071,액션,12세이상관람가,독립/예술영화
2073,2017,"안녕, 나의 소울메이트",증국상,(주)나이너스엔터테인먼트,2017-12-07,홍콩,165,162767500,20882,드라마,15세이상관람가,독립/예술영화
2074,2017,프란츠,프랑수아 오종,찬란,2017-07-20,프랑스,47,149038100,20437,멜로/로맨스,12세이상관람가,독립/예술영화
2075,2017,극장판 어드벤처 타임: 비밀의 아일랜드,엘리자베스 이토,(주)팝엔터테인먼트,2017-04-13,미국,125,163679600,19986,애니메이션,전체관람가,일반영화
2076,2017,빌리 진 킹: 세기의 대결,"발레리 페리스,조나단 데이턴",이십세기폭스코리아(주),2017-11-16,미국,135,157774000,19832,코미디,15세이상관람가,일반영화
2077,2017,부니베어: 나무 도둑의 습격,정량,예지림엔터테인먼트,2017-09-14,중국,245,129228400,19267,애니메이션,전체관람가,독립/예술영화
2078,2017,슬립리스: 크리미널 나이트,바란 보 오다르,(주)미디어로그,2017-03-08,미국,158,146025800,18740,액션,15세이상관람가,일반영화
2079,2017,그 후,홍상수,"(주)영화제작전원사 ,(주)콘텐츠판다",2017-07-06,한국,168,140655508,18440,드라마,청소년관람불가,독립/예술영화
2080,2017,아이 앰 히스 레저,"아드리안 부이텐후이스,데릭 머레이",오드,2017-10-19,캐나다,139,149648439,18367,다큐멘터리,12세이상관람가,독립/예술영화
2081,2017,신서유기 : 몽키킹의 부활,텐 샤오펑,예지림엔터테인먼트,2017-11-02,중국,212,129357400,18247,액션,전체관람가,독립/예술영화
2082,2017,은혼,후쿠다 유이치,(주)라이크콘텐츠,2017-12-07,일본,137,147645500,18172,액션,12세이상관람가,일반영화
2083,2017,인카네이트,브래드 페이튼,판씨네마(주),2017-05-25,미국,229,142090200,18028,스릴러,15세이상관람가,일반영화
2084,2017,오즈의 마법사 2,알버토 마르,㈜코리아스크린,2017-05-03,멕시코,142,138541700,17956,애니메이션,전체관람가,독립/예술영화
2085,2017,"괜찮아요, 미스터 브래드",마이크 화이트,"(주)영화사 진진,(주)누리픽쳐스",2017-09-21,미국,135,134945900,17691,드라마,12세이상관람가,독립/예술영화
2086,2017,뚜르: 내 생애 최고의 49일,"임정하,전일우,박형준,김양래",(주)리틀빅픽쳐스,2017-02-01,한국,227,126186700,17449,다큐멘터리,12세이상관람가,독립/예술영화
2087,2017,길,정인봉,(주)더블앤조이픽쳐스,2017-05-11,한국,54,75398600,17014,드라마,12세이상관람가,독립/예술영화
2088,2017,여배우는 오늘도,문소리,(주)메타플레이,2017-09-14,한국,46,137010300,16646,드라마,15세이상관람가,독립/예술영화
2089,2017,7년-그들이 없는 언론,김진혁,(주)인디플러그,2017-01-12,한국,105,129175200,16577,다큐멘터리,12세이상관람가,독립/예술영화
2090,2017,빅 배드 폭스,벤자민 레너,(주)스마일이엔티,2017-11-30,프랑스,219,120614100,16340,애니메이션,전체관람가,독립/예술영화
2091,2017,링스,하비에르 구티에레즈,(주)다자인소프트,2017-04-06,미국,123,135470800,16199,공포(호러),15세이상관람가,일반영화
2092,2017,스파이 게임,마이클 앱티드,메가박스중앙(주)플러스엠,2017-09-14,영국,203,122840172,15986,액션,15세이상관람가,일반영화
