순번,개봉연도,영화명,감독,배급사,개봉일,국적,전국스크린수,전국매출액,전국관객수,장르,등급,영화구분
859,2014,더 기버: 기억전달자,필립 노이스,(주)지어소프트,2014-08-20,미국,233,814330000,107567,SF,12세이상관람가,독립/예술영화
860,2014,더 시그널,윌리엄 유뱅크,롯데쇼핑㈜롯데엔터테인먼트,2014-07-09,미국,263,809982328,105818,SF,12세이상관람가,일반영화
861,2014,인사이드 르윈,"조엘 코엔,에단 코엔",블루미지,2014-01-29,미국,70,808287200,104601,드라마,15세이상관람가,독립/예술영화
862,2014,터키,지미 헤이워드,롯데쇼핑㈜롯데엔터테인먼트,2014-07-31,미국,182,790848700,113795,애니메이션,전체관람가,일반영화
863,2014,베리 굿 걸,나오미 포너,(주)영화사 빅,2014-09-25,미국,338,777703345,103625,멜로/로맨스,15세이상관람가,독립/예술영화
864,2014,박스트롤,"그레이엄 애나블,안소니 스타치",유니버설픽쳐스인터내셔널 코리아(유),2014-11-06,미국,346,725030100,101665,애니메이션,전체관람가,일반영화
865,2014,허큘리스,브렛 래트너,워너브러더스 코리아(주),2014-08-06,미국,278,669733800,86528,액션,15세이상관람가,일반영화
866,2014,살인자,이기욱,(주)영화사 빅,2014-01-15,한국,207,656849000,88199,스릴러,청소년관람불가,독립/예술영화
867,2014,씬 시티: 다크히어로의 부활,"프랭크 밀러,로버트 로드리게즈",메가박스중앙(주)플러스엠,2014-09-11,미국,345,650282748,82571,액션,청소년관람불가,일반영화
868,2014,슈퍼미니,"토마스 자보,헬레네 지라드",판씨네마(주),2014-04-10,프랑스,303,640234500,89328,애니메이션,전체관람가,일반영화
869,2014,터널 3D,박규택,(주)박수엔터테인먼트,2014-08-20,한국,264,620874000,80989,공포(호러),15세이상관람가,일반영화
870,2014,매직 인 더 문라이트,우디 앨런,(주)인벤트스톤,2014-08-20,미국,194,607414281,77308,코미디,12세이상관람가,독립/예술영화
871,2014,원 챈스,데이빗 프랭클,"(주)라이크콘텐츠,(주)넥스트엔터테인먼트월드(NEW)",2014-03-13,영국,329,593174100,80977,코미디,12세이상관람가,독립/예술영화
872,2014,짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,하시모토 마사카즈,롯데쇼핑㈜롯데엔터테인먼트,2014-04-03,일본,301,588913100,83289,애니메이션,전체관람가,일반영화
873,2014,페이스 오브 러브,아리 포신,(주)영화사 빅,2014-04-16,미국,222,585768905,79179,드라마,15세이상관람가,독립/예술영화
874,2014,아더 우먼,닉 카사베츠,이십세기폭스코리아(주),2014-11-13,미국,331,580257218,77341,코미디,15세이상관람가,일반영화
875,2014,분신사바 2,안병기,(주)팝엔터테인먼트,2014-07-16,중국,238,574836300,79017,공포(호러),15세이상관람가,독립/예술영화
876,2014,인보카머스,스콧 데릭슨,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-08-21,미국,196,571543200,69786,공포(호러),청소년관람불가,일반영화
877,2014,리스본행 야간열차,빌 어거스트,(주)나이너스엔터테인먼트,2014-06-05,독일,57,565928536,73462,미스터리,15세이상관람가,독립/예술영화
878,2014,프란시스 하,노아 바움백,그린나래미디어(주),2014-07-17,미국,70,560752570,71506,코미디,15세이상관람가,독립/예술영화
879,2014,브릭 맨션: 통제불능 범죄구역,카밀 들라마레,씨네그루(주)다우기술,2014-08-27,프랑스,287,543025047,74912,액션,15세이상관람가,일반영화
880,2014,모뉴먼츠 맨: 세기의 작전,조지 클루니,이십세기폭스코리아(주),2014-02-27,미국,319,534041027,71483,액션,12세이상관람가,일반영화
881,2014,극장판 포켓몬스터 AG - 아름다운 소원의 별 지라치,유야마 쿠니히코,(주)포켓몬코리아,2014-08-13,일본,123,531113700,74346,애니메이션,전체관람가,일반영화
882,2014,쿰바: 반쪽무늬 얼룩말의 대모험,앤서니 실버스톤,(주)와이즈베이,2014-09-04,남아프리카공화국,180,521639900,72046,애니메이션,전체관람가,독립/예술영화
883,2014,어거스트: 가족의 초상,존 웰스,주식회사 우리네트웍스,2014-04-03,미국,249,520639800,69095,드라마,15세이상관람가,독립/예술영화
884,2014,달라스 바이어스 클럽,장 마크 발레,(주)나이너스엔터테인먼트,2014-03-06,미국,138,517283443,68794,드라마,청소년관람불가,독립/예술영화
885,2014,정글히어로,"박태동,마우리시오 드 라 오르타",(주)씨제이이엔엠,2014-10-02,한국,287,506194300,71330,애니메이션,전체관람가,일반영화
886,2014,더 바디,오리올 파울로,(주)싸이더스,2014-05-22,스페인,161,501242100,66733,스릴러,15세이상관람가,독립/예술영화
887,2014,님포매니악 볼륨1,라스 폰 트리에,CGV아트하우스,2014-06-18,덴마크,237,479242383,60265,드라마,청소년관람불가,독립/예술영화
888,2014,경주,장률,(주)인벤트스톤,2014-06-12,한국,318,468260500,62754,드라마,15세이상관람가,독립/예술영화
889,2014,더 퍼지 : 거리의 반란,제임스 드모나코,유니버설픽쳐스인터내셔널 코리아(유),2014-08-27,미국,204,455583000,59881,공포(호러),청소년관람불가,일반영화
890,2014,프랭크,레니 에이브러햄슨,(주)영화사 진진,2014-09-25,영국,208,409795345,52460,코미디,15세이상관람가,독립/예술영화
891,2014,극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,가네다 오사무,롯데쇼핑㈜롯데엔터테인먼트,2014-01-23,일본,183,405278000,59611,액션,전체관람가,일반영화
892,2014,5일의 마중,장예모,찬란,2014-10-08,중국,86,403047100,53753,멜로/로맨스,전체관람가,독립/예술영화
893,2014,다이애나,올리버 히르비겔,(주)영화사 빅,2014-03-06,영국,279,402756100,56872,드라마,15세이상관람가,일반영화
894,2014,내가 잠들기 전에,로완 조페,(주)영화사 진진,2014-10-30,영국,197,390872600,50098,미스터리,청소년관람불가,독립/예술영화
895,2014,"가장 따뜻한 색, 블루",압델라티프 케시시,판씨네마(주),2014-01-16,프랑스,39,380280200,49374,드라마,청소년관람불가,독립/예술영화
896,2014,족구왕,우문기,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2014-08-21,한국,58,359336000,45649,코미디,15세이상관람가,독립/예술영화
897,2014,내 연애의 기억,이권,주식회사 디에스이이디,2014-08-20,한국,182,358863117,46775,멜로/로맨스,청소년관람불가,독립/예술영화
898,2014,베스트 오퍼,쥬세페 토르나토레,(주)박수엔터테인먼트,2014-06-12,이탈리아,175,355182700,46282,미스터리,15세이상관람가,독립/예술영화
899,2014,설계,박창진,(주)팝엔터테인먼트,2014-09-18,한국,257,347188800,45638,스릴러,청소년관람불가,일반영화
900,2014,빌리 엘리어트 뮤지컬 라이브,스티븐 달드리,유니버설픽쳐스인터내셔널 코리아(유),2014-11-27,미국,37,341114000,18615,뮤지컬,전체관람가,일반영화
901,2014,나쁜 이웃들,니콜라스 스톨러,유니버설픽쳐스인터내셔널 코리아(유),2014-07-03,미국,129,335244700,41301,코미디,청소년관람불가,일반영화
902,2014,어네스트와 셀레스틴,"스테판 오비에,뱅상 파타,벤자민 레너",씨너스엔터테인먼트(주),2014-02-20,프랑스,202,328922100,48710,애니메이션,전체관람가,독립/예술영화
903,2014,그레이트 뷰티,파올로 소렌티노,(주)영화사 진진,2014-06-12,이탈리아,51,326252373,42274,드라마,청소년관람불가,독립/예술영화
904,2014,울브스,데이비드 헤이터,(주)프레인글로벌,2014-11-13,미국,291,313204669,43613,판타지,15세이상관람가,일반영화
905,2014,부니 베어: 롤라 구출 대모험,정량,(주)박수엔터테인먼트,2014-11-20,중국,196,309876900,45250,애니메이션,전체관람가,독립/예술영화
906,2014,개를 훔치는 완벽한 방법,김성호,"(주)리틀빅픽쳐스,(주)대명문화공장",2014-12-31,한국,205,308655900,42892,드라마,전체관람가,독립/예술영화
907,2014,자유의 언덕,홍상수,"(주)영화제작전원사 ,(주)영화사 조제",2014-09-04,한국,46,301956827,37300,드라마,청소년관람불가,독립/예술영화
908,2014,우리별 일호와 얼룩소,장형윤,(주)인디플러그,2014-02-20,한국,209,288773500,43674,애니메이션,전체관람가,독립/예술영화
909,2014,그날 본 꽃의 이름을 우리는 아직 모른다,나가이 타츠유키,(주)박수엔터테인먼트,2014-02-20,일본,49,281962500,39349,애니메이션,12세이상관람가,독립/예술영화
910,2014,백프로,김명균,(주)마인스 엔터테인먼트,2014-04-03,한국,236,275138600,36792,코미디,15세이상관람가,일반영화
911,2014,마미,자비에 돌란,(주)엣나인필름,2014-12-18,캐나다,84,271299800,34739,드라마,15세이상관람가,독립/예술영화
912,2014,파가니니: 악마의 바이올리니스트,버나드 로즈,씨너스엔터테인먼트(주),2014-04-23,독일,100,270820700,36808,드라마,15세이상관람가,독립/예술영화
913,2014,무드 인디고,미셸 공드리,(주)프레인글로벌,2014-12-11,프랑스,55,260541200,32728,드라마,15세이상관람가,독립/예술영화
914,2014,킬 유어 달링,존 크로키다스,(주)영화사 진진,2014-10-16,미국,93,255344020,32668,드라마,청소년관람불가,독립/예술영화
915,2014,오직 사랑하는 이들만이 살아남는다,짐 자무시,찬란,2014-01-09,영국,38,253422443,33579,드라마,15세이상관람가,독립/예술영화
916,2014,위크엔드 인 파리,로저 미첼,판씨네마(주),2014-05-01,영국,31,252649200,32070,드라마,15세이상관람가,독립/예술영화
917,2014,만신,박찬경,(주)엣나인필름,2014-03-06,한국,88,251863300,33481,다큐멘터리,15세이상관람가,독립/예술영화
918,2014,필로미나의 기적,스티븐 프리어스,씨네그루(주)다우기술,2014-04-16,영국,194,249884600,34501,드라마,12세이상관람가,독립/예술영화
919,2014,초콜렛 도넛,트래비스 파인,CGV아트하우스,2014-10-02,미국,53,246408200,31101,드라마,15세이상관람가,독립/예술영화
920,2014,슈퍼노바 지구 탈출기,캘런 브런커,(주)영화사 빅,2014-02-13,미국,230,245845000,37547,애니메이션,전체관람가,일반영화
921,2014,몬스터 왕국,에스벤 토프트 야콥슨,씨너스엔터테인먼트(주),2014-05-01,스웨덴,160,237248600,34888,애니메이션,전체관람가,일반영화
922,2014,동경가족,야마다 요지,오드,2014-07-31,일본,45,237144500,31564,가족,전체관람가,독립/예술영화
923,2014,앵그리스트 맨,필 알덴 로빈슨,브릿지웍스 엔터테인먼트(주),2014-10-30,미국,181,229523200,30656,드라마,15세이상관람가,독립/예술영화
924,2014,지골로 인 뉴욕,존 터투로,(주)나이너스엔터테인먼트,2014-09-25,미국,234,226048755,30140,멜로/로맨스,청소년관람불가,독립/예술영화
925,2014,마인드스케이프,호르헤 도라도,오퍼스픽쳐스(유),2014-10-23,스페인,199,220476900,30257,스릴러,15세이상관람가,일반영화
926,2014,마이 블랭키,프란시스 닐슨,(주)마인스 엔터테인먼트,2014-06-04,스페인,111,219661100,31798,애니메이션,전체관람가,독립/예술영화
927,2014,꼬마 니콜라의 여름방학,로랑 티라르,(주)나이너스엔터테인먼트,2014-08-21,프랑스,133,218859600,31368,코미디,전체관람가,독립/예술영화
928,2014,목숨,이창재,필라멘트픽쳐스,2014-12-04,한국,97,217156100,28416,다큐멘터리,12세이상관람가,독립/예술영화
929,2014,배틀 오브 비보이,벤슨 리,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-01-09,미국,80,214900500,33360,드라마,12세이상관람가,일반영화
930,2014,어떤 만남,리사 아주엘로스,(주)티캐스트콘텐츠허브,2014-07-31,프랑스,39,211674300,27302,멜로/로맨스,청소년관람불가,독립/예술영화
931,2014,행복배달부 팻아저씨,마이크 디사,(주)영화사 빅,2014-10-09,영국,162,210268100,29906,애니메이션,전체관람가,독립/예술영화
932,2014,벨과 세바스찬,니콜라 바니에,"그린나래미디어(주),주식회사 노버스엔터테인먼트",2014-03-20,프랑스,202,210117000,29308,어드벤처,전체관람가,독립/예술영화
933,2014,굿모닝 맨하탄,가우리 신드,(주)인벤트스톤,2014-02-06,인도,99,205346000,28548,코미디,전체관람가,독립/예술영화
934,2014,꼬마 잠수함 올리 2,밥 두셋,예지림엔터테인먼트,2014-12-04,미국,186,203040700,32374,애니메이션,전체관람가,일반영화
935,2014,꼬마잠수함 올리,헤 질리,예지림엔터테인먼트,2014-10-16,중국,232,196511300,29114,애니메이션,전체관람가,독립/예술영화
936,2014,님포매니악 볼륨2,라스 폰 트리에,CGV아트하우스,2014-07-03,덴마크,53,195684333,23641,드라마,청소년관람불가,독립/예술영화
937,2014,선샤인 온 리스,덱스터 플레처,(주)팝엔터테인먼트,2014-09-03,영국,142,195675600,25431,뮤지컬,12세이상관람가,독립/예술영화
938,2014,왓 이프,마이클 도즈,(주)나이너스엔터테인먼트,2014-11-13,아일랜드,145,192741700,25908,코미디,15세이상관람가,독립/예술영화
939,2014,GROW: 인피니트의 리얼 청춘 라이프,김진수,골든타이드픽처스(주),2014-12-04,한국,71,189409200,23865,드라마,전체관람가,일반영화
940,2014,고스트 메신저 극장판,구봉회,에이원엔터테인먼트,2014-05-22,한국,81,184033000,23721,애니메이션,12세이상관람가,일반영화
941,2014,타임 투 러브,저스틴 리어든,(주)인벤트스톤,2014-10-23,미국,201,179611300,23597,코미디,청소년관람불가,일반영화
942,2014,쥬로링 동물탐정 극장판,"이종현,박시후",롯데쇼핑㈜롯데엔터테인먼트,2014-12-18,한국,188,173948100,24810,애니메이션,전체관람가,독립/예술영화
943,2014,거인,김태용,필라멘트픽쳐스,2014-11-13,한국,77,170597400,22541,드라마,12세이상관람가,독립/예술영화
944,2014,이브 생 로랑,자릴 레스페르,(주)블룸즈베리파트너스,2014-06-26,프랑스,53,166422300,21280,드라마,청소년관람불가,독립/예술영화
945,2014,꼬마영웅 경찰차 프로디2,라스무스 A. 실버르센,예지림엔터테인먼트,2014-03-20,노르웨이,257,166040900,25149,애니메이션,전체관람가,독립/예술영화
946,2014,엔들리스 러브,샤나 페스트,유니버설픽쳐스인터내셔널 코리아(유),2014-03-13,미국,210,165237000,22091,드라마,15세이상관람가,일반영화
947,2014,디노타샤: 공룡대탐험,"데이빗 크렌츠,에릭 넬슨",(주)영화사 빅,2014-01-29,미국,138,165071000,23530,애니메이션,전체관람가,독립/예술영화
948,2014,클라우즈 오브 실스마리아,올리비에 아사야스,(주)나이너스엔터테인먼트,2014-12-18,프랑스,53,162717299,20724,드라마,15세이상관람가,독립/예술영화
