순번,개봉연도,영화명,감독,제작사,수입사,배급사,개봉일,국적,전국스크린수,전국매출액,전국관객수,장르,등급,영화구분
148,2015,더 이퀄라이저,안톤 후쿠아,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-01-28,미국,255,639464500,82779,액션,청소년관람불가,일반영화
149,2015,지금은맞고그때는틀리다,홍상수,(주)영화제작전원사,,"(주)영화제작전원사 ,(주)넥스트엔터테인먼트월드(NEW)",2015-09-24,한국,59,658072600,79840,드라마,청소년관람불가,독립/예술영화
150,2015,세인트 빈센트,데오도르 멜피,,(주)메인타이틀픽쳐스,(주)영화사 빅,2015-03-05,미국,308,604885528,78336,코미디,12세이상관람가,독립/예술영화
151,2015,모데카이,데이빗 코엡,,(주)나이너스엔터테인먼트,(주)나이너스엔터테인먼트,2015-02-18,미국,290,624513020,78070,액션,15세이상관람가,일반영화
152,2015,엑스 마키나,알렉스 가랜드,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-01-21,미국,207,629716963,78049,SF,청소년관람불가,일반영화
153,2015,쓰리 썸머 나잇,김상진,"더램프(주),㈜감독의집",,"(주)리틀빅픽쳐스,(주)인벤트스톤",2015-07-15,한국,297,616132846,77621,코미디,청소년관람불가,일반영화
154,2015,타임 패러독스,"마이클 스피어리그,피터 스피어이그",,(유)조이앤컨텐츠그룹,(유)조이앤시네마,2015-01-07,호주,232,602296908,76803,SF,15세이상관람가,독립/예술영화
155,2015,러덜리스,윌리엄 H. 머시,,그린나래미디어(주),그린나래미디어(주),2015-07-09,미국,117,602152720,76343,코미디,12세이상관람가,독립/예술영화
156,2015,피치 퍼펙트: 언프리티 걸즈,엘리자베스 뱅크스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-05-28,미국,297,591516497,75598,코미디,15세이상관람가,일반영화
157,2015,위자,스틸즈 화이트,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-04-16,미국,337,570154035,73549,미스터리,15세이상관람가,일반영화
158,2015,다크 플레이스,질스 파겟-브레너,,(주)누리픽쳐스,"(주)스톰픽쳐스코리아,주식회사 우리네트웍스",2015-07-15,미국,268,530282654,66075,드라마,청소년관람불가,일반영화
159,2015,보루토 - 나루토 더 무비,야마시타 히로유키,,애니박스 엔터테인먼트,와이드 릴리즈(주),2015-12-10,일본,219,475552400,63954,애니메이션,12세이상관람가,일반영화
160,2015,히트맨: 에이전트 47,알렉산더 바흐,,이십세기폭스코리아(주),이십세기폭스코리아(주),2015-09-03,미국,272,492878500,63073,액션,15세이상관람가,일반영화
161,2015,기생수 파트2,야마자키 타카시,,판씨네마(주),판씨네마(주),2015-05-07,일본,260,502071959,62071,SF,청소년관람불가,일반영화
162,2015,위아영,노아 바움백,,(주)드림웨스트픽쳐스,"(주)브리즈픽처스,(주)영화사오원",2015-05-14,미국,235,495343360,62016,코미디,15세이상관람가,독립/예술영화
163,2015,아더와 미니모이 3: 두 세계의 전쟁,뤽 베송,,(주)영화사오원,(주)라이크콘텐츠,2015-11-05,프랑스,267,431890800,61046,애니메이션,전체관람가,일반영화
164,2015,주온: 더 파이널,오치아이 마사유키,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-10-01,일본,318,461765400,60981,공포(호러),15세이상관람가,일반영화
165,2015,파더 앤 도터,가브리엘 무치노,,(주)에이블엔터테인먼트,(주)박수엔터테인먼트,2015-12-10,미국,352,445586100,58487,드라마,15세이상관람가,일반영화
166,2015,드래곤 블레이드,이인항,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,2015-03-12,중국,264,427722800,56547,액션,15세이상관람가,독립/예술영화
167,2015,대니 콜린스,댄 포겔맨,,(주)나이너스엔터테인먼트,"(주)나이너스엔터테인먼트,(주)지어소프트",2015-09-30,미국,309,426338305,56515,드라마,15세이상관람가,독립/예술영화
168,2015,나이트 크롤러,댄 길로이,,(주)누리픽쳐스,(주)스톰픽쳐스코리아,2015-02-26,미국,233,451041300,55892,범죄,청소년관람불가,독립/예술영화
169,2015,고녀석 맛나겠다2 : 함께라서 행복해,"최경석,노나카 카즈미",(주)미디어캐슬,,(주)리틀빅픽쳐스,2015-07-29,한국,142,384464000,55619,애니메이션,전체관람가,독립/예술영화
170,2015,더 랍스터,요르고스 란티모스,,(주)콘텐츠게이트,"(주)팝엔터테인먼트,(주)영화사오원,(주)브리즈픽처스",2015-10-29,영국,75,457244300,55396,판타지,청소년관람불가,독립/예술영화
171,2015,개구리왕국,넬슨 신,,예지림엔터테인먼트,예지림엔터테인먼트,2015-11-12,중국,227,362895100,53576,애니메이션,전체관람가,일반영화
172,2015,이웃집에 신이 산다,자코 반 도마엘,,(주)엣나인필름,(주)엣나인필름,2015-12-24,벨기에,73,420127300,53233,코미디,청소년관람불가,독립/예술영화
173,2015,더 라스트: 나루토 더 무비,코바야시 츠네오,,애니박스 엔터테인먼트,와이드 릴리즈(주),2015-02-26,일본,158,391905272,52816,애니메이션,12세이상관람가,독립/예술영화
174,2015,더 비지트,M. 나이트 샤말란,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-10-15,미국,279,403435581,52197,스릴러,15세이상관람가,일반영화
175,2015,바다 탐험대 옥토넛 스페셜,니키 팰런,,얼리버드,와이드 릴리즈(주),2015-02-05,영국,210,383427600,51884,애니메이션,전체관람가,독립/예술영화
176,2015,바닷마을 다이어리,고레에다 히로카즈,,(주)티캐스트,(주)티캐스트,2015-12-17,일본,67,414846984,51711,드라마,12세이상관람가,독립/예술영화
177,2015,미안해 사랑해 고마워,전윤수,타임박스엔터테인먼트(주),,(주)쇼박스,2015-10-28,한국,344,359247800,51207,드라마,15세이상관람가,일반영화
178,2015,비밀,"박은경,이동하","영화사 도로시(주),(주)에스에이치기획",,CGV아트하우스,2015-10-15,한국,305,369339300,50196,미스터리,15세이상관람가,일반영화
179,2015,라스트 위치 헌터,브렉 에이즈너,,(유)조이앤시네마,TCO(주)더콘텐츠온,2015-12-30,미국,278,345219000,49558,액션,15세이상관람가,일반영화
180,2015,스트레이트 아웃 오브 컴턴,F. 게리 그레이,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-09-10,미국,185,412749800,48844,드라마,청소년관람불가,일반영화
181,2015,이스케이프,존 에릭 도들,,위드 라이언 픽쳐스,(주)넥스트엔터테인먼트월드(NEW),2015-11-05,미국,264,356672000,46781,액션,15세이상관람가,일반영화
182,2015,엘리노어 릭비: 그 남자 그 여자,네드 벤슨,,(주)드림웨스트픽쳐스,(주)이수C&E,2015-04-09,미국,212,375796900,46589,드라마,15세이상관람가,독립/예술영화
183,2015,크림슨 피크,길예르모 델 토로,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-11-25,미국,255,377338400,46411,판타지,청소년관람불가,일반영화
184,2015,송 원,케이트 베커-플로이랜드,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2015-04-01,미국,365,343444743,46079,드라마,15세이상관람가,독립/예술영화
185,2015,한 번 더 해피엔딩,마크 로렌스,,주식회사 더쿱,(주)팝엔터테인먼트,2015-04-08,미국,231,348096551,45166,멜로/로맨스,15세이상관람가,독립/예술영화
186,2015,성실한 나라의 앨리스,안국진,한국영화아카데미,,CGV아트하우스,2015-08-13,한국,69,349482500,43964,드라마,청소년관람불가,독립/예술영화
187,2015,약장수,조치언,(주)26컴퍼니,,"(주)대명문화공장,(주)나이너스엔터테인먼트",2015-04-23,한국,282,313238400,43562,드라마,15세이상관람가,일반영화
188,2015,피케이: 별에서 온 얼간이,라즈쿠마르 히라니,,주식회사 더쿱,(주)와우픽쳐스,2015-09-03,인도,184,326677800,42088,코미디,15세이상관람가,일반영화
189,2015,데모닉,윌 캐논,,(주)우성엔터테인먼트,(주)와우픽쳐스,2015-06-25,미국,146,308839100,40519,공포(호러),15세이상관람가,독립/예술영화
190,2015,유고와 라라: 하늘고래와 구름섬 대모험,왕운비,,(주)타임스토리그룹,와이드 릴리즈(주),2015-04-09,중국,222,291706400,40374,애니메이션,전체관람가,독립/예술영화
191,2015,코블러,토마스 맥카시,,(주)에이블엔터테인먼트,씨네그루(주)다우기술,2015-04-08,미국,250,309895732,40366,판타지,15세이상관람가,독립/예술영화
192,2015,"웰컴, 삼바","올리비에르 나카체,에릭 토레다노",,블루미지,(주)이수C&E,2015-02-18,프랑스,252,324426800,40214,코미디,15세이상관람가,독립/예술영화
193,2015,아델라인 : 멈춰진 시간,리 톨랜드 크리거,,(주)퍼스트런,(주)쇼박스,2015-10-15,미국,239,310087419,40096,판타지,12세이상관람가,일반영화
194,2015,내일을 위한 시간,"장 피에르 다르덴,뤽 다르덴",,그린나래미디어(주),그린나래미디어(주),2015-01-01,벨기에,44,309481800,38558,드라마,12세이상관람가,독립/예술영화
195,2015,정글번치: 너구리 해적단과 보물지도,에즈라 와이즈,,그린나래미디어(주),(주)팝엔터테인먼트,2015-06-25,프랑스,247,272076100,38219,애니메이션,전체관람가,독립/예술영화
196,2015,신은 죽지 않았다,해롤드 크론크,,(주)에스와이코마드,"주식회사 마운틴픽쳐스,(주)에스와이코마드",2015-04-16,미국,137,281738000,38149,드라마,12세이상관람가,독립/예술영화
197,2015,타이밍,"민경조,박대열","(주)효인엔터테인먼트,베데코리아",,(주)스톰픽쳐스코리아,2015-12-10,한국,196,282249200,37507,애니메이션,15세이상관람가,독립/예술영화
198,2015,추억의 마니,요네바야시 히로마사,,대원미디어(주),(주)이수C&E,2015-03-19,일본,242,284458700,37182,애니메이션,전체관람가,독립/예술영화
199,2015,령 : 저주받은 사진,아사토 마리,,(주)스톰픽쳐스코리아,(주)스톰픽쳐스코리아,2015-06-04,일본,253,273761253,35984,공포(호러),15세이상관람가,일반영화
200,2015,한여름의 판타지아,장건재,(주)모쿠슈라,,㈜인디스토리,2015-06-11,한국,46,278898458,35902,드라마,전체관람가,독립/예술영화
201,2015,에스엠타운 더 스테이지,배성상,(주)에스엠 컬처앤콘텐츠,,주식회사 디에스이이디,2015-08-13,한국,65,284650500,35857,다큐멘터리,전체관람가,일반영화
202,2015,리틀드래곤 코코넛,"허버트 베일란드,니나 웰스",,(주)시네마리퍼블릭,(주)영화사 빅,2015-07-02,독일,209,242862400,33464,애니메이션,전체관람가,독립/예술영화
203,2015,"땡큐, 대디",닐스 타베니어,,(주)영화사 빅,(주)영화사 빅,2015-04-23,프랑스,252,236688561,33036,드라마,전체관람가,독립/예술영화
204,2015,팔로우,데이빗 로버트 밋첼,,(주)콘텐츠게이트,"(주)영화사오원,(주)브리즈픽처스",2015-04-02,미국,197,267202743,32187,공포(호러),청소년관람불가,독립/예술영화
205,2015,춘희막이,박혁지,(주)하이하버픽쳐스,,"메가박스중앙(주)플러스엠,(주)엣나인필름",2015-09-30,한국,268,205281965,29473,다큐멘터리,12세이상관람가,독립/예술영화
206,2015,아이돌 마스터 무비 : 빛의 저편으로!,니시고리 아츠시,,(주)머스트씨무비릴리징컴퍼니,(주)머스트씨무비릴리징컴퍼니,2015-11-19,일본,55,211857000,29193,애니메이션,전체관람가,독립/예술영화
207,2015,슈퍼 스파이: 수상한 임무,하비에르 페서,,주식회사 마운틴픽쳐스,"(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온",2015-10-15,스페인,173,207059400,28626,애니메이션,전체관람가,독립/예술영화
208,2015,파울볼,"조정래,김보경",(주)티피에스컴퍼니,,오퍼스픽쳐스(유),2015-04-02,한국,231,212849500,28324,다큐멘터리,전체관람가,독립/예술영화
209,2015,위아 유어 프렌즈,맥스 조셉,,(주)시네마리퍼블릭,씨네그루(주)다우기술,2015-11-12,미국,220,215918400,27412,드라마,청소년관람불가,일반영화
210,2015,라자루스,데이빗 겔브,,(유)조이앤시네마,(유)조이앤시네마,2015-07-02,미국,89,214955800,27279,공포(호러),15세이상관람가,일반영화
211,2015,몬스터 헌트,라맨 허,,"주식회사 루믹스미디어,(주)씨제이이엔엠",(주)와우픽쳐스,2015-11-12,중국,184,200197000,27257,판타지,12세이상관람가,독립/예술영화
212,2015,나를 미치게 하는 여자,주드 아패토우,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-12-10,미국,161,203820700,27183,코미디,청소년관람불가,일반영화
213,2015,러브 앤 머시,빌 포래드,,판씨네마(주),판씨네마(주),2015-07-30,미국,51,211780800,26812,드라마,15세이상관람가,독립/예술영화
214,2015,앙: 단팥 인생 이야기,가와세 나오미,,그린나래미디어(주),그린나래미디어(주),2015-09-10,일본,39,213619862,26738,드라마,12세이상관람가,독립/예술영화
215,2015,트레이서,다니엘 벤마요,,(주)드림웨스트픽쳐스,"(주)영화사오원,(주)브리즈픽처스",2015-03-19,미국,249,197286000,26262,액션,15세이상관람가,일반영화
216,2015,트래쉬,스티븐 달드리,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-05-14,미국,206,182102913,25260,어드벤처,15세이상관람가,독립/예술영화
217,2015,진격의 거인: 홍련의 화살,아라키 테츠로,,(주)애니플러스,(주)박수엔터테인먼트,2015-01-28,일본,82,192575800,24450,애니메이션,15세이상관람가,일반영화
218,2015,종이 달,요시다 다이하치,,(주)퍼스트런,"(주)영화사오원,(주)퍼스트런",2015-07-23,일본,34,197236200,24381,드라마,청소년관람불가,독립/예술영화
219,2015,레전드 오브 래빗: 불의 전설,"마원,동대가",,주식회사 루믹스미디어,(주)팝엔터테인먼트,2015-09-24,중국,126,178371100,24111,애니메이션,전체관람가,일반영화
220,2015,폭스캐처,베넷 밀러,,그린나래미디어(주),그린나래미디어(주),2015-02-05,미국,80,190702421,24083,드라마,청소년관람불가,독립/예술영화
221,2015,사이코패스,시오타니 나오요시,,(주)애니플러스,(주)박수엔터테인먼트,2015-05-28,일본,69,191148000,23586,애니메이션,15세이상관람가,독립/예술영화
222,2015,윈드랜드,세르지오 맨피오,,예지림엔터테인먼트,예지림엔터테인먼트,2015-04-02,이탈리아,240,162162200,23084,애니메이션,전체관람가,독립/예술영화
223,2015,엘리제궁의 요리사,크리스티앙 뱅상,,판씨네마(주),판씨네마(주),2015-03-19,프랑스,112,168546500,22173,코미디,12세이상관람가,독립/예술영화
224,2015,드래곤볼 Z : 부활의 F,야마무로 타다요시,,(주)씨제이이엔엠,(주)씨제이이엔엠,2015-10-01,일본,76,164947600,22025,애니메이션,전체관람가,일반영화
225,2015,차일드 44,다니엘 에스피노사,,(주)누리픽쳐스,(주)넥스트엔터테인먼트월드(NEW),2015-05-28,미국,145,168643231,21604,스릴러,청소년관람불가,일반영화
226,2015,아마조니아,티에리 라고베르트,,더컨텐츠콤(주),"(주)영화사 빅,(주)버킷스튜디오",2015-08-05,프랑스,105,150680200,21318,다큐멘터리,전체관람가,독립/예술영화
227,2015,난 그녀와 키스했다,"막심 고바레,노에미 사글리오",,(주)엣나인필름,(주)엣나인필름,2015-07-22,프랑스,53,155762798,20056,코미디,청소년관람불가,독립/예술영화
228,2015,라이프,안톤 코르빈,,(주)프레인글로벌,"(주)영화사오원,(주)프레인글로벌",2015-10-15,캐나다,99,155668185,19596,드라마,15세이상관람가,독립/예술영화
229,2015,트립 투 이탈리아,마이클 윈터바텀,,"찬란,(재)전주국제영화제조직위원회",찬란,2015-06-04,영국,51,148342200,19376,코미디,15세이상관람가,독립/예술영화
230,2015,무민 더 무비,자비에 피카르,,주식회사 풍경소리,(주)팝엔터테인먼트,2015-08-13,핀란드,161,132866700,18254,애니메이션,전체관람가,독립/예술영화
231,2015,비비안 마이어를 찾아서,"존 말루프,찰리 시스켈",,오드,오드,2015-04-30,미국,36,144671500,18061,다큐멘터리,전체관람가,독립/예술영화
232,2015,리그레션,알레한드로 아메나바르,,(주)수키픽쳐스,(주)박수엔터테인먼트,2015-10-15,스페인,143,141042885,18057,스릴러,15세이상관람가,독립/예술영화
233,2015,옐로우버드,"도미니크 몽페리,크리스티앙 드 비타",,(주)드림웨스트픽쳐스,"(주)영화사오원,(주)브리즈픽처스",2015-02-18,프랑스,127,139064300,18020,애니메이션,전체관람가,독립/예술영화
234,2015,태양을 쏴라,김태식,필름라인,,(유)조이앤시네마,2015-03-19,한국,156,126046400,17444,멜로/로맨스,청소년관람불가,독립/예술영화
235,2015,유아 낫 유,조지 C. 울프,,모비딕엔터테인먼트(주),(주)마인스 엔터테인먼트,2015-01-21,미국,103,138505400,17372,드라마,15세이상관람가,일반영화
236,2015,스윗 프랑세즈,사울 딥,,그린나래미디어(주),그린나래미디어(주),2015-12-03,영국,94,128027300,17198,멜로/로맨스,15세이상관람가,독립/예술영화
237,2015,어떤살인,안용훈,"(주)전망좋은 영화사,TCO(주)더콘텐츠온",,"TCO(주)더콘텐츠온,(주)전망좋은 영화사",2015-10-28,한국,179,137025800,17190,스릴러,청소년관람불가,독립/예술영화
238,2015,마돈나,신수원,준필름,,(주)리틀빅픽쳐스,2015-07-02,한국,65,127237400,16385,드라마,청소년관람불가,독립/예술영화
240,2015,셀마,에바 두버네이,,찬란,찬란,2015-07-23,미국,48,117488324,16029,드라마,12세이상관람가,독립/예술영화
241,2015,어바웃 리키,조나단 드미,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-09-03,미국,123,118503900,15867,드라마,15세이상관람가,일반영화
243,2015,이다,파벨 파블리코브스키,,시네마 뉴원,시네마 뉴원,2015-02-18,폴란드,34,118657345,15493,드라마,15세이상관람가,독립/예술영화
244,2015,아스테릭스: 신들의 전당,"루이 클리시,알렉상드르 아스티에",,(주)나이너스엔터테인먼트,(주)나이너스엔터테인먼트,2015-04-30,프랑스,104,108464000,15315,애니메이션,전체관람가,일반영화
245,2015,꼬마 유령,알랑 그스포너,,(주)스마일이엔티,(주)영화사오원,2015-06-11,독일,176,110213300,15276,판타지,전체관람가,독립/예술영화
246,2015,뷰티풀 라이,필리프 팔라도,,(주)씨제이이엔엠,(주)씨제이이엔엠,2015-03-26,미국,91,112466200,15050,드라마,12세이상관람가,독립/예술영화
248,2015,사랑이 이긴다,민병훈,민병훈필름,,(주)리틀빅픽쳐스,2015-09-10,한국,48,114003900,14916,가족,15세이상관람가,독립/예술영화
249,2015,이민자,제임스 그레이,,주식회사 씨네룩스,주식회사 씨네룩스,2015-09-03,미국,36,115862023,14807,드라마,15세이상관람가,독립/예술영화
250,2015,엘리펀트 송,찰스 비네임,,(주)엣나인필름,(주)엣나인필름,2015-06-11,캐나다,49,113991400,14488,미스터리,15세이상관람가,독립/예술영화
251,2015,어느 하녀의 일기,브누와 쟉꼬,,(주)수키픽쳐스,주식회사 씨네룩스,2015-08-06,프랑스,37,110710900,14436,드라마,청소년관람불가,독립/예술영화
252,2015,리틀 보이,알레한드로 몬테베르드,,(주)우성엔터테인먼트,메가박스중앙(주)플러스엠,2015-12-10,미국,143,100778300,14343,드라마,12세이상관람가,독립/예술영화
253,2015,하나와 앨리스: 살인사건,이와이 슌지,,(주)씨제이이엔엠,(주)씨제이이엔엠,2015-05-27,일본,67,112007100,14226,애니메이션,12세이상관람가,독립/예술영화
254,2015,네이든,모건 매튜스,,(주)블룸즈베리리소시스리미티드,(주)블룸즈베리리소시스리미티드,2015-06-25,영국,49,105900400,13912,드라마,12세이상관람가,독립/예술영화
255,2015,위로공단,임흥순,반달,,(주)엣나인필름,2015-08-13,한국,34,103598000,13827,다큐멘터리,15세이상관람가,독립/예술영화
256,2015,호비와 엄마나무섬의 비밀,히라바야시 이사무,,(주)머스트씨무비릴리징컴퍼니,(주)머스트씨무비릴리징컴퍼니,2015-07-02,일본,74,94353500,13802,애니메이션,전체관람가,독립/예술영화
258,2015,해피 홀리데이,"앤디 해밀턴,가이 젠킨",,(주)유로커뮤니케이션,(주)스톰픽쳐스코리아,2015-05-14,영국,102,102633800,13529,코미디,12세이상관람가,독립/예술영화
259,2015,아마데우스 감독판,밀로스 포만,,시네마 뉴원,시네마 뉴원,2015-10-29,미국,31,108229000,13428,드라마,12세이상관람가,독립/예술영화
260,2015,베스트 오브 미,마이클 호프만,,(주)미디어로그,메가박스중앙(주)플러스엠,2015-06-18,미국,118,100915600,13399,드라마,15세이상관람가,일반영화
261,2015,"알로, 슈티",대니 분,,(주)콘텐츠판다,"(주)프레인글로벌,(주)콘텐츠판다",2015-07-02,프랑스,33,107360900,13373,코미디,12세이상관람가,독립/예술영화
262,2015,블랙버드,지나 프린스-바이스우드,,(주)수키픽쳐스,(주)영화사 빅,2015-01-28,미국,135,97711400,13130,드라마,15세이상관람가,독립/예술영화
263,2015,온리 유,장하오,,(주)메인타이틀픽쳐스,(주)영화사 빅,2015-10-15,중국,111,96822200,12990,멜로/로맨스,15세이상관람가,독립/예술영화
264,2015,"안녕, 전우치! 도술로봇대결전",김대창,"(주)얼리버드픽쳐스,(주)쏘울 크리에이티브",,(주)리틀빅픽쳐스,2015-10-08,한국,173,91427600,12943,애니메이션,전체관람가,독립/예술영화
266,2015,타투,이서,"(주)다세포클럽,(주)코리아스토리",,와이드 릴리즈(주),2015-12-10,한국,133,99255100,12102,스릴러,청소년관람불가,일반영화
268,2015,검은손,박재식,골든타이드픽처스(주),,(주)스톰픽쳐스코리아,2015-04-16,한국,178,89815665,11650,공포(호러),청소년관람불가,일반영화
269,2015,카이트,랄프 지만,,(주)누리픽쳐스,(주)누리픽쳐스,2015-06-11,미국,50,66844000,11287,범죄,청소년관람불가,일반영화
271,2015,바티칸 뮤지엄,루카 드 마타,,(주)에이블엔터테인먼트,(주)팝엔터테인먼트,2015-01-08,이탈리아,51,106215500,11027,다큐멘터리,전체관람가,독립/예술영화
272,2015,퇴마전: 마령검의 비밀,"포덕희,조천우",,(주)누리픽쳐스,(주)누리픽쳐스,2015-08-27,중국,50,65107000,10922,판타지,15세이상관람가,일반영화
273,2015,써드 퍼슨 - 감독판,폴 해기스,,(주)에이블엔터테인먼트,(주)프레인글로벌,2015-05-28,미국,108,87139400,10910,드라마,청소년관람불가,독립/예술영화
275,2015,제 7기사단,키리야 카즈아키,(주)루카프로덕션,(주)미디어로그,메가박스중앙(주)플러스엠,2015-09-10,한국,95,80160964,10710,액션,15세이상관람가,일반영화
276,2015,슈퍼레이서 엔지,허선,(주)크레이지버드스튜디오,,(주)에이원엔터테인먼트,2015-09-10,한국,126,73587800,10612,애니메이션,전체관람가,일반영화
277,2015,리틀 포레스트 2: 겨울과 봄,모리 준이치,,(주)영화사 진진,(주)영화사 진진,2015-05-14,일본,33,81416544,10557,드라마,12세이상관람가,독립/예술영화
278,2015,우주로봇 씨어,"왕장준,부걸",,(주)시네마천국,"(주)마인스 엔터테인먼트,(유)영화사 화수분",2015-03-12,중국,185,73050900,10483,애니메이션,전체관람가,독립/예술영화
279,2015,트라이브,미로슬라브 슬라보슈비츠키,,오드,오드,2015-01-29,우크라이나,30,80321400,10368,드라마,청소년관람불가,독립/예술영화
280,2015,에이미,아시프 카파디아,,주식회사 더쿱,"(주)팝엔터테인먼트,주식회사 더쿱",2015-11-05,영국,31,84834400,10252,다큐멘터리,청소년관람불가,독립/예술영화
282,2015,나의 어머니,난니 모레티,,(주)티캐스트,(주)티캐스트,2015-08-20,이탈리아,30,76569151,10031,드라마,12세이상관람가,독립/예술영화
286,2015,위선자들,김진홍,(주)영화사메이플러스,,"THE 픽쳐스,주식회사 마운틴픽쳐스",2015-11-26,한국,82,65152600,9566,드라마,청소년관람불가,독립/예술영화
288,2015,우먼 인 블랙: 죽음의 천사,톰 하퍼,,(주)영화사오원,"(주)영화사오원,(주)브리즈픽처스",2015-09-10,영국,141,72938700,9389,공포(호러),15세이상관람가,독립/예술영화
290,2015,나의 사적인 여자친구,프랑수아 오종,,찬란,찬란,2015-01-08,프랑스,34,72990155,9162,코미디,청소년관람불가,독립/예술영화
291,2015,슬로우 웨스트,존 맥클린,,"(주)영화공간,(주)가보차",THE 픽쳐스,2015-10-08,영국,36,68903700,9075,액션,15세이상관람가,독립/예술영화
292,2015,마리 이야기: 손끝의 기적,장 피에르 아메리스,,오드,오드,2015-08-20,프랑스,39,59276500,8821,드라마,전체관람가,독립/예술영화
293,2015,칼릴 지브란의 예언자,로저 알러스,,판씨네마(주),판씨네마(주),2015-09-10,미국,44,65796100,8631,애니메이션,전체관람가,독립/예술영화
294,2015,모스트 바이어런트,J.C 챈더,,(주)영화사 진진,(주)영화사 진진,2015-04-02,미국,71,68033425,8614,범죄,15세이상관람가,독립/예술영화
295,2015,경계의 저편 : I'LL BE HERE -미래편-,이시다테 타이치,,(주)머스트씨무비릴리징컴퍼니,(주)머스트씨무비릴리징컴퍼니,2015-10-08,일본,34,63212000,8579,애니메이션,12세이상관람가,독립/예술영화
296,2015,엑시덴탈 러브,데이빗 O. 러셀,,(주)시네마리퍼블릭,(주)프레인글로벌,2015-05-07,미국,86,64516847,8291,코미디,15세이상관람가,독립/예술영화
297,2015,슬리핑 위드 아더 피플,레슬리 헤드랜드,,오퍼스픽쳐스(유),오퍼스픽쳐스(유),2015-10-22,미국,106,65868300,8252,코미디,청소년관람불가,일반영화
298,2015,더 리치,진-밥티스트 레오네티,,(주)더블앤조이픽쳐스,(주)나이너스엔터테인먼트,2015-07-16,미국,74,62994200,8153,액션,15세이상관람가,독립/예술영화
300,2015,앨리스: 원더랜드에서 온 소년,허은희,"(주)유비콘텐츠,주식회사 유비컬쳐",,(주)영화사 안다미로,2015-12-10,한국,59,58064100,7891,판타지,15세이상관람가,독립/예술영화
301,2015,생 로랑,베르트랑 보넬로,,(주)에이블엔터테인먼트,(주)팝엔터테인먼트,2015-04-16,프랑스,51,62730900,7839,드라마,청소년관람불가,독립/예술영화
302,2015,청춘의 증언,제임스 켄트,,판씨네마(주),판씨네마(주),2015-04-09,영국,86,58406700,7791,드라마,12세이상관람가,독립/예술영화
303,2015,더 기프트,조엘 에저튼,,(주)미디어로그,메가박스중앙(주)플러스엠,2015-11-05,호주,116,59383748,7729,미스터리,15세이상관람가,일반영화
304,2015,뱀파이어 아카데미,마크 워터스,,(주)누리픽쳐스,(주)누리픽쳐스,2015-04-09,미국,50,43600500,7649,액션,15세이상관람가,일반영화
305,2015,코멧,샘 에스마일,,(주)우성엔터테인먼트,(주)지어소프트,2015-03-25,미국,121,57135511,7597,판타지,15세이상관람가,독립/예술영화
307,2015,꾸루꾸루와 친구들: 무지개 나무의 비밀,문제대,(주)팡고엔터토이먼트,,(주)팝엔터테인먼트,2015-11-19,한국,103,51367500,7345,애니메이션,전체관람가,일반영화
309,2015,돼지 같은 여자,장문일,(주)아이필름홀딩스,,CGV아트하우스,2015-09-10,한국,91,52852400,7238,멜로/로맨스,15세이상관람가,독립/예술영화
310,2015,더 딥 블루 씨,테렌스 데이비스,,주식회사 풍경소리,(주)팝엔터테인먼트,2015-04-23,영국,38,53600961,6956,멜로/로맨스,청소년관람불가,독립/예술영화
311,2015,이별까지 7일,이시이 유야,,(주)수키픽쳐스,(주)수키픽쳐스,2015-01-15,일본,42,49911406,6788,드라마,12세이상관람가,독립/예술영화
312,2015,투캅스 인 파리,다비드 샤혼,,페어팍스인터내셔날(주),노바엔터테인먼트,2015-03-26,프랑스,51,34266000,6786,액션,청소년관람불가,일반영화
313,2015,명량: 회오리 바다를 향하여,"정세교,김한민",(주)빅스톤픽쳐스,,(주)넥스트엔터테인먼트월드(NEW),2015-05-07,한국,92,48376500,6774,다큐멘터리,12세이상관람가,독립/예술영화
