순번,순서,영화이름,관람객평점,댓글
63,40,공조,5.0,남자가 봐도 현빈은 멋있다. 유해진의 친근한 연기와 김주혁의 카리스마. 볼 만한 영화다.
63,41,공조,2.5,네 현빈 연기가 아주 좋아요.. 재미짐요
63,42,공조,5.0,유해진 현빈 이주혁 주연들의 연기 참 좋습니다한번씩 들 보세요~
63,43,공조,5.0,재미잇어요ㅠ뭐 딱 생각한대로지만
63,44,공조,5.0,굿굿 아주 너무너무 깊게 영화 잘봤습니다
63,45,공조,4.0,현빈과 해진님의 꽁트같은 신이 많군
63,46,공조,0.5,최악이다 ...진짜 재미 없게 본 영화 ..돈이 아깝다
63,47,공조,0.5,제발  댓글에 낚여서 보지 마세요
63,48,공조,5.0,현빈의 액션도 그렇지만 유해진과 윤아의 캐미도 돋보였음
63,49,공조,5.0,스릴넘치구 스토리 좋고 추격씬 재밌었어요
63,50,공조,5.0,"가볍게 보러 왔는데, 액션도 좋고~~명절 영화로 딱일듯"
63,51,공조,0.5,배우들 연기력이 아까울 스토리
63,52,공조,0.5,진짜노잼 재밌다는애들은 알바인가
63,53,공조,4.0,"기대 이상으로 박진감 넘치는 전개에 지루할 틈 없이 본 영화. 남북이라는 다소 빤할 수 있는 소재라고 생각했는데, 역시 현빈, 류해진은 믿고보는 배우였다. 멋있네요."
63,54,공조,5.0,현빈의 액션에 유해진의 코믹함에 감동적이기까지... 2시간동안 시간가는줄도몰랐다. 알차다.
63,55,공조,5.0,아주 재밌게 봤습니다 ㅎㅎㅎ지루하지 않아요
63,56,공조,5.0,ㅈㄴ재밌음 노빠꾸다이건
63,57,공조,5.0,가족들이랑 재밌게 보고 왔어요! 추천추천~!
63,58,공조,4.5,재밌었어용ㅎㅎ  유해진 윤아 웃기구 근데 코믹보다는 액션이많아요. 중간엔 맘졸이 면서 봤어요 재밌으니깐 보세용
63,59,공조,4.0,부담없이 재미있게봤어요
63,60,공조,0.5,내용이너무뻔해서긴장감이없네요
63,61,공조,0.5,현빈 유해진 티켓파워였음. 그냥 시간떼우기용 영화.
63,62,공조,0.5,유치했어요 현빈 잘생긴 거 빼고 별로
63,63,공조,0.5,600만이라는 숫자는 남녀가 밥먹고 바로 모텔가기 뭐하니까 나온 숫자인듯하다 최악이다
63,64,공조,4.0,재밌어요~~역시 유해진이란 말이  절로 나옴~~캡짱 멋져분 현빈~~
63,65,공조,4.5,현빈이 너무잘생겻고 이제 현빈을 좋아할것이에용
63,66,공조,0.5,재미없고 뻔한 스토리며 하여튼 별로에요오 ㅋ
63,67,공조,4.5,주연들의 연기가 정말 예술입니다~ 재밌게 잘봤습니다
63,68,공조,5.0,너무너무너무너무너무너무재밋당
63,69,공조,4.5,현빈 너무 멋있고 그와중에 유해진도 잘생겨 보임
63,70,공조,5.0,굿굿짱재미진다느으응으응으응ㅇ
63,71,공조,4.5,흐름도 좋지만 액션볼거리가 흥미로웠습니다.
63,72,공조,4.5,영화는 역시 재미는있는데 좀아쉬운면도있네요
63,73,공조,4.5,현빈과 유해진의 케미가 꿀잼^^
63,74,공조,5.0,재미있고 구성도 좋고 현빈 넘 멋있어욤~
63,75,공조,5.0,어떻게보면 조금 진부한 전개의 스토리를 현빈의 담담하면서도 깊이있는 눈빛+액션연기와 유해진의 코믹연기의 조합이 영화의 몰입도를 살리고 지루하지않게 해주었습니다 보는내내 현빈님 너무 멋있었어요!
63,76,공조,4.0,현빈 넘 멋있어^^~ 믿고보는 유해진 연기에 푹빠졌다.코믹도 액션연기도 넘 좋고 영화대박나길~~
63,77,공조,4.5,재미있게  잘봤네요 현빈 넘 멋있고요 유해진 연기도 좋았어요~
63,78,공조,0.5,전형적인 꼬레아 시간낭비돈낭비 영화
63,79,공조,0.5,훔...정말 돈아까웠어요ㅠㅠ
63,80,공조,0.5,"괜찮은 소재 였는 데...스토리 전개,연기,연출력 70년대 영화를 보는 듯 했다.중간에 나오려다가 가운데 좌석이어서 어쩔 수 없이 참고봤다"
63,81,공조,0.5,조금지루했어요 말도안되는 불사신 이게말이되냐?ㅋ
63,82,공조,5.0,처음부터 끝까지 재밌게 봤네요.. 강추
63,83,공조,5.0,역시유해진!! 그리고 현빈과의 생각치못한케미
63,84,공조,0.5,별로였음 유치하고 더킹이 더 나음
63,85,공조,0.5,그럭저럭 이였다고 생각
63,86,공조,0.5,너무재밌어서1점줍니다!
63,87,공조,5.0,ㅋㅋ기대 안했는데 재밌네요 액션신 굿!
63,88,공조,5.0,멋진영화입니다. 왜 현빈현빈하는지 알겠네요.
63,89,공조,5.0,현빈님은 여전히 멋있고 유해진님은 여전히 재밌으시네요재밌게 잘 봤습니다
63,90,공조,4.0,"역시 cj는 대세의 흐름을 읽는 정치적 감각이 있네 ㅋㅋ 올겨울 정우성,조인성 대 현빈의 승자는 현빈이다."
63,91,공조,5.0,너무 재미있어요웃다가 진지하고 유해진님이랑 현빈님 케미 넘 좋아요
63,92,공조,0.5,요새  인기가 많아 기대가 컸는데  그만큼 실망도 크네요..뻔하고 억지스러움ㅠ
63,93,공조,0.5,와우.최악. 영화보다  자긴처음
63,94,공조,4.0,가족영화로 딱입니다~더킹보다 훨 낫네요!
63,95,공조,5.0,너무재밌었음 ㅋㅋ 볼만한영화로 추천해요
63,96,공조,4.0,재밌습니다!!꼭 보세여
63,97,공조,3.5,현빈형님잘생겻고 해진형님잘생겻고액션 나쁘지않았슈
63,98,공조,0.5,지루파이프로 그렇게 맞으면 척추 나감
63,99,공조,5.0,현빈 유해진케미도 좋았지만 구탱이형이랑 윤아의 재발견!!! 재밌었어요!!
63,100,공조,5.0,조화 짱인것같네요 짱짱짱
