,순번,개봉연도,영화명,감독,배급사,개봉일,국적,전국스크린수,전국매출액,전국관객수,장르,등급,영화구분
177,178,2018,다키스트 아워,조 라이트,유니버설픽쳐스인터내셔널 코리아(유),2018-01-17,영국,233,282157800,37300,드라마,12세이상관람가,독립/예술영화
178,179,2018,툴리,제이슨 라이트맨,(주)리틀빅픽쳐스,2018-11-22,캐나다,161,302483000,37241,드라마,15세이상관람가,일반영화
179,180,2018,반딧불이 딘딘,등위봉,(주)박수엔터테인먼트,2018-02-22,중국,303,259903900,36737,애니메이션,전체관람가,독립/예술영화
180,181,2018,벅스 프렌즈,딩 스,(주)스톰픽쳐스코리아,2018-06-06,중국,262,278391600,36308,애니메이션,전체관람가,독립/예술영화
181,182,2018,스파키,"아론 우들리,애론 우들리",예지림엔터테인먼트,2018-04-12,한국,312,257040200,35436,애니메이션,전체관람가,일반영화
182,183,2018,"오늘 밤, 로맨스 극장에서",타케우치 히데키,(주)디스테이션,2018-07-11,일본,155,294851000,34897,판타지,전체관람가,독립/예술영화
183,184,2018,펭귄 하이웨이,이시다 히로야스,(주)넥스트엔터테인먼트월드(NEW),2018-10-18,일본,338,276934100,34795,애니메이션,전체관람가,독립/예술영화
184,185,2018,극장판 레이디버그: 미라클스톤의 비밀,토마스 아스트뤽,(주)삼지애니메이션,2018-01-25,프랑스,305,254692500,34466,애니메이션,전체관람가,일반영화
185,186,2018,인생 후르츠,켄시 후시하라,(주)엣나인필름,2018-12-06,일본,33,255306350,33311,다큐멘터리,전체관람가,독립/예술영화
186,187,2018,개들의 섬,웨스 앤더슨,이십세기폭스코리아(주),2018-06-21,미국,121,284739300,32789,코미디,12세이상관람가,일반영화
187,188,2018,거미줄에 걸린 소녀,페드 알바레즈,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-11-28,미국,313,255329200,32418,액션,15세이상관람가,일반영화
188,189,2018,막달라 마리아: 부활의 증인,가스 데이비스,유니버설픽쳐스인터내셔널 코리아(유),2018-03-28,영국,111,214792200,30833,드라마,12세이상관람가,일반영화
189,190,2018,바르다가 사랑한 얼굴들,"아녜스 바르다,제이알",(주)영화사 진진,2018-06-14,프랑스,53,245996534,30392,다큐멘터리,전체관람가,독립/예술영화
190,191,2018,지구: 놀라운 하루,"범립흔,피터 웨버",(주)리틀빅픽쳐스,2018-02-22,영국,231,229998100,30200,다큐멘터리,전체관람가,독립/예술영화
191,192,2018,체실 비치에서,도미닉 쿡,"그린나래미디어(주),(주)키위미디어그룹",2018-09-20,영국,54,256267223,29992,드라마,15세이상관람가,독립/예술영화
192,193,2018,루비 스팍스,"조나단 데이턴,발레리 페리스",(주)팝엔터테인먼트,2018-05-10,미국,149,260261400,29552,코미디,15세이상관람가,독립/예술영화
193,194,2018,몬태나,스콧 쿠퍼,판씨네마(주),2018-04-19,미국,276,231968300,29354,드라마,15세이상관람가,독립/예술영화
194,195,2018,에브리데이,마이클 수지,"그린나래미디어(주),(주)홈초이스",2018-10-11,미국,128,260023700,29283,멜로/로맨스,12세이상관람가,독립/예술영화
195,196,2018,크리미널 스쿼드,크리스찬 구드가스트,(주)이수C&E,2018-04-19,미국,361,236627200,28477,범죄,15세이상관람가,일반영화
196,197,2018,투 프렌즈,빅터 아즈에프,(주)박수엔터테인먼트,2018-11-29,러시아,273,199496700,28082,애니메이션,전체관람가,일반영화
197,198,2018,박물관이 진짜 살아있다,"마틴 코틱,이나 예블라니코바",(주)팝엔터테인먼트,2018-11-08,체코,252,204365150,28064,애니메이션,전체관람가,독립/예술영화
198,199,2018,문호 스트레이독스 [데드 애플],이가라시 타쿠야,(주)애니플러스,2018-04-05,일본,79,213810500,27944,애니메이션,12세이상관람가,독립/예술영화
199,200,2018,팬텀 스레드,폴 토마스 앤더슨,유니버설픽쳐스인터내셔널 코리아(유),2018-03-08,미국,42,223858100,27403,드라마,15세이상관람가,독립/예술영화
200,201,2018,피쉬 프렌즈: 알록이의 신기한 모험,부르한 군,(주)박수엔터테인먼트,2018-08-30,터키,320,185274100,27128,애니메이션,전체관람가,일반영화
201,202,2018,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",신보 아키유키,(주)넥스트엔터테인먼트월드(NEW),2018-01-11,일본,390,208532200,27069,애니메이션,15세이상관람가,독립/예술영화
202,203,2018,해피 투게더,김정환,플레이리스트(주),2018-11-15,한국,240,204452450,27046,드라마,12세이상관람가,일반영화
203,204,2018,중2병이라도 사랑이 하고 싶어! 테이크 온 미,이시하라 타츠야,와이드 릴리즈(주),2018-05-10,일본,113,232190200,26577,애니메이션,12세이상관람가,독립/예술영화
204,205,2018,원더스트럭,토드 헤인즈,CGV아트하우스,2018-05-03,미국,111,220860000,26034,드라마,전체관람가,독립/예술영화
205,206,2018,모어 댄 블루,임효겸,오드,2018-12-12,대만,132,210275600,25935,멜로/로맨스,12세이상관람가,독립/예술영화
206,207,2018,달링,앤디 서키스,(주)팝엔터테인먼트,2018-04-12,영국,147,204458500,25872,드라마,12세이상관람가,독립/예술영화
207,208,2018,구스범스: 몬스터의 역습,아리 산델,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-11-07,미국,167,206296600,25857,판타지,12세이상관람가,일반영화
208,209,2018,당신의 부탁,이동은,CGV아트하우스,2018-04-19,한국,371,205547428,25652,드라마,15세이상관람가,독립/예술영화
209,210,2018,쿵푸몽키,폴 왕,(주)박수엔터테인먼트,2018-01-25,중국,194,182202400,25577,애니메이션,전체관람가,독립/예술영화
210,211,2018,양말요정 휴고의 대모험,갈리나 미클리노바,와이드 릴리즈(주),2018-09-06,체코,354,168413700,25278,어드벤처,전체관람가,일반영화
211,212,2018,하이큐!! 콘셉트의 싸움,미츠나카 스스무,(주)팝엔터테인먼트,2018-01-11,일본,97,182534000,24898,애니메이션,12세이상관람가,일반영화
212,213,2018,영주,차성덕,CGV아트하우스,2018-11-22,한국,106,191696250,24676,드라마,12세이상관람가,독립/예술영화
213,214,2018,겨울왕국의 무민,"야쿱 론스키,이라 카르페란",(주)팝엔터테인먼트,2018-02-08,핀란드,135,132193500,24658,애니메이션,전체관람가,독립/예술영화
214,215,2018,노크: 초대받지 않은 손님,조하네스 로버츠,(주)삼백상회,2018-10-11,미국,266,206605250,24379,공포(호러),15세이상관람가,일반영화
215,216,2018,캡틴 스터비,리처드 라니,(주)디스테이션,2018-11-01,미국,276,173778600,24019,애니메이션,전체관람가,독립/예술영화
216,217,2018,"세라비, 이것이 인생!","올리비에르 나카체,에릭 토레다노",(주)디스테이션,2018-05-30,프랑스,145,185457800,23193,코미디,전체관람가,독립/예술영화
217,218,2018,로건 럭키,스티븐 소더버그,(주)스톰픽쳐스코리아,2018-03-14,미국,257,178325100,23058,코미디,12세이상관람가,독립/예술영화
218,219,2018,리틀 뱀파이어,"리처드 클라우스,카스텐 킬러리치",(주)이수C&E,2018-01-18,독일,213,164278600,23014,애니메이션,전체관람가,독립/예술영화
219,220,2018,디트로이트,캐서린 비글로우,그린나래미디어(주),2018-05-31,미국,108,194693700,22770,스릴러,15세이상관람가,독립/예술영화
220,221,2018,극장판 프리! - 테이크 유어 마크 -,카와나미 에이사쿠,(주)디스테이션,2018-04-12,일본,66,134696500,22767,애니메이션,전체관람가,독립/예술영화
221,222,2018,윌리,칼 멘데스,㈜코리아스크린,2018-10-25,말레이시아,162,178555800,22716,애니메이션,전체관람가,독립/예술영화
222,223,2018,펭이와 친구들의 남극대모험,루카스 퀴아오,와이드 릴리즈(주),2018-02-28,중국,233,168968800,22695,애니메이션,전체관람가,일반영화
223,224,2018,마징가 Z: 인피니티,시미즈 준지,(주)이수C&E,2018-05-17,일본,332,183107900,22407,애니메이션,12세이상관람가,일반영화
224,225,2018,아이 캔 온리 이매진,"앤드류 어윈,존 어윈","(주)영화사 그램,TCO(주)더콘텐츠온,(재)CBS",2018-06-21,미국,156,181653600,21978,드라마,12세이상관람가,독립/예술영화
225,226,2018,터닝메카드W: 반다인의 비밀 특별판,홍헌표,"(주)제이앤씨미디어그룹,(주)버킷스튜디오",2018-02-08,한국,168,164797700,21947,애니메이션,전체관람가,일반영화
226,227,2018,원더 휠,우디 앨런,(주)팝엔터테인먼트,2018-01-25,미국,140,173610195,21884,드라마,15세이상관람가,독립/예술영화
227,228,2018,무문관,박대원,영화사 마농(주),2018-04-19,한국,43,164068700,21506,다큐멘터리,전체관람가,독립/예술영화
228,229,2018,로마,알폰소 쿠아론,판씨네마(주),2018-12-12,멕시코,32,173245000,21401,드라마,15세이상관람가,일반영화
229,230,2018,리즈와 파랑새,야마다 나오코,"(주)디스테이션,플레이리스트(주)",2018-10-09,일본,214,174140400,21153,애니메이션,전체관람가,독립/예술영화
230,231,2018,죄 많은 소녀,김의석,CGV아트하우스,2018-09-13,한국,70,180452950,21130,드라마,15세이상관람가,독립/예술영화
231,232,2018,휘트니,케빈 맥도널드,판씨네마(주),2018-08-23,미국,80,173620027,21094,드라마,15세이상관람가,독립/예술영화
232,233,2018,다이노 헌터: 티렉스VS파키리노 대격돌,"닐 나이팅게일,베리 쿡,앤드류 코헨",(주)박수엔터테인먼트,2018-05-17,영국,168,169760400,20979,애니메이션,전체관람가,독립/예술영화
233,234,2018,호밀밭의 반항아,대니 스트롱,(주)트리플픽쳐스,2018-10-18,미국,68,171864157,20631,드라마,12세이상관람가,독립/예술영화
234,235,2018,러빙 빈센트 : 비하인드 에디션,"도로타 코비엘라,휴 웰치맨",(주)이수C&E,2018-12-13,영국,97,171441500,19886,애니메이션,15세이상관람가,독립/예술영화
235,236,2018,카메라를 멈추면 안 돼!,우에다 신이치로,"(주)디오시네마,(주)영화사 그램",2018-08-23,일본,57,172662766,19762,공포(호러),15세이상관람가,독립/예술영화
236,237,2018,극장판 가면라이더 이그제이드: 트루 엔딩,나카자와 쇼지로,(주)이수C&E,2018-10-09,일본,326,154121050,19598,액션,전체관람가,일반영화
237,238,2018,픽시,"바시코 베도슈빌리,이반 프숀킨,안드레이 콜핀",(주)팝엔터테인먼트,2018-08-23,러시아,268,139428100,19508,애니메이션,전체관람가,독립/예술영화
238,239,2018,B급 며느리,선호빈,"(주)에스와이코마드,글뫼 주식회사",2018-01-17,한국,56,152139100,19459,다큐멘터리,12세이상관람가,독립/예술영화
239,240,2018,꼬마영웅 바비,지안밍 후앙,와이드 릴리즈(주),2018-05-30,중국,317,138398000,18509,애니메이션,전체관람가,일반영화
241,242,2018,액슬,올리버 달리,(주)팝엔터테인먼트,2018-10-18,미국,149,153698800,18219,액션,12세이상관람가,일반영화
242,243,2018,스페이스 치킨: 마법 부적의 비밀,"알렉스 오렐,에두와르도 슐츠",(주)박수엔터테인먼트,2018-10-25,미국,273,124899500,18169,애니메이션,전체관람가,일반영화
243,244,2018,나라타주,유키사다 이사오,(주)팝엔터테인먼트,2018-03-08,일본,146,151711600,17695,멜로/로맨스,15세이상관람가,독립/예술영화
244,245,2018,로빈슨의 언더워터 어드벤처,막심 볼코브,(주)박수엔터테인먼트,2018-11-15,러시아,216,125199550,17674,애니메이션,전체관람가,일반영화
245,246,2018,킨: 더 비기닝,"조나단 베이커,조쉬 베이커",판씨네마(주),2018-10-11,미국,167,151798300,17543,미스터리,15세이상관람가,일반영화
246,247,2018,꼬마 보트 토토: 타요 타요 배 타요,시멘 알스빅,(주)팝엔터테인먼트,2018-07-12,노르웨이,276,122959900,17463,애니메이션,전체관람가,독립/예술영화
247,248,2018,판타스틱 부니베어,정량,(주)박수엔터테인먼트,2018-03-15,중국,302,120340400,17290,애니메이션,전체관람가,독립/예술영화
248,249,2018,아인,모토히로 카츠유키,판씨네마(주),2018-02-28,일본,160,135549900,17287,SF,15세이상관람가,독립/예술영화
249,250,2018,파이널 포트레이트,스탠리 투치,(주)팝엔터테인먼트,2018-09-27,영국,55,147295066,16933,드라마,15세이상관람가,독립/예술영화
250,251,2018,토니스토리2: 고철왕국의 친구들,"토마스 보덴스타인,마커스 하먼",(주)박수엔터테인먼트,2018-06-13,독일,268,120931600,16685,애니메이션,전체관람가,독립/예술영화
251,252,2018,주문은 토끼입니까?? ~디어 마이 시스터~,하시모토 히로유키,(주)애니플러스,2018-01-18,일본,84,121079000,16655,애니메이션,전체관람가,일반영화
252,253,2018,바니부기: 드래곤 에그를 찾아서,리양우,(주)박수엔터테인먼트,2018-09-12,중국,280,122931400,16505,애니메이션,전체관람가,일반영화
253,254,2018,내 이야기!!,카와이 하야토,(주)영화사오원,2018-04-12,일본,143,141565800,16467,멜로/로맨스,12세이상관람가,독립/예술영화
254,255,2018,아기곰 보보 구출 대작전,라스무스 A. 실버르센,와이드 릴리즈(주),2018-04-25,노르웨이,207,117475900,16447,애니메이션,전체관람가,일반영화
255,256,2018,위 베어 베어스: 베이비 베어스,매니 에르난데스,(주)팝엔터테인먼트,2018-05-24,미국,300,125617200,16136,애니메이션,전체관람가,독립/예술영화
256,257,2018,호비와 매직 아일랜드,"카와마타 히로시,히로 타카시마",(주)머스트씨무비릴리징컴퍼니,2018-06-06,일본,114,114264000,15942,애니메이션,전체관람가,일반영화
257,258,2018,아기돼지 3형제와 쿵푸랜드,유위,와이드 릴리즈(주),2018-02-01,중국,154,103627100,15885,애니메이션,전체관람가,일반영화
258,259,2018,더 스퀘어,루벤 외스틀룬드,아이 엠,2018-08-02,스웨덴,43,127041900,15720,코미디,15세이상관람가,독립/예술영화
259,260,2018,캡틴 샤키,허버트 베일란드,예지림엔터테인먼트,2018-11-22,독일,175,106257150,15100,애니메이션,전체관람가,독립/예술영화
260,261,2018,토이 가디언즈,"신우,황연",(주)팝엔터테인먼트,2018-03-15,중국,136,114322000,14857,애니메이션,전체관람가,독립/예술영화
261,262,2018,군산: 거위를 노래하다,장률,(주)트리플픽쳐스,2018-11-08,한국,92,119991500,14734,드라마,15세이상관람가,독립/예술영화
262,263,2018,빅 식,마이클 쇼월터,(주)리틀빅픽쳐스,2018-07-18,미국,136,118693400,14697,멜로/로맨스,15세이상관람가,독립/예술영화
263,264,2018,너는 여기에 없었다,린 램지,(주)팝엔터테인먼트,2018-10-04,프랑스,47,127181450,14336,드라마,15세이상관람가,독립/예술영화
264,265,2018,유니콘 원정대: 비밀의 다이어리,카말 반살,(주)팝엔터테인먼트,2018-06-21,인도,235,109649600,14261,애니메이션,전체관람가,독립/예술영화
265,266,2018,해피 어게인,커트 보엘커,(주)엣나인필름,2018-03-28,미국,98,104133900,14134,드라마,15세이상관람가,독립/예술영화
266,267,2018,꼬마비행기 피티와 친구들:사막구출 대작전,루카스 퀴아오,와이드 릴리즈(주),2018-11-22,중국,212,95151000,13710,애니메이션,전체관람가,일반영화
267,268,2018,류이치 사카모토: 코다,스티븐 쉬블,주식회사 씨네룩스,2018-06-14,일본,49,116255100,13696,다큐멘터리,전체관람가,독립/예술영화
268,269,2018,오직 사랑뿐,엠마 아산테,(주)팝엔터테인먼트,2018-02-08,영국,105,106539718,13580,드라마,12세이상관람가,독립/예술영화
269,270,2018,임을 위한 행진곡,박기복,(주)알앤오엔터테인먼트,2018-05-16,한국,160,101338200,13424,드라마,15세이상관람가,독립/예술영화
270,271,2018,몰리스 게임,아론 소킨,(주)영화사 빅,2018-09-06,미국,271,98185971,12784,드라마,15세이상관람가,독립/예술영화
271,272,2018,서버비콘,조지 클루니,(주)영화사 진진,2018-07-12,미국,101,106162500,12713,범죄,15세이상관람가,독립/예술영화
272,273,2018,더 보이스,마르잔 사트라피,(주)제이앤씨미디어그룹,2018-08-29,미국,64,71256000,12487,코미디,청소년관람불가,독립/예술영화
273,274,2018,아직 끝나지 않았다,자비에 르그랑,판씨네마(주),2018-06-21,프랑스,70,101744100,12433,드라마,15세이상관람가,독립/예술영화
274,275,2018,리틀 맨하탄,마크 레빈,(주)영화사 빅,2018-06-27,미국,139,96947500,11909,멜로/로맨스,전체관람가,일반영화
275,276,2018,케이크메이커,오피르 라울 그라이저,알토미디어(주),2018-05-24,독일,65,96832400,11876,드라마,15세이상관람가,독립/예술영화
276,277,2018,트립 투 스페인,마이클 윈터바텀,아이 엠,2018-05-17,영국,60,91615317,11596,코미디,15세이상관람가,독립/예술영화
277,278,2018,핫 썸머 나이츠,엘리야 바이넘,"주식회사 더쿱,TCO(주)더콘텐츠온",2018-10-18,미국,173,104536350,11526,드라마,15세이상관람가,독립/예술영화
278,279,2018,더 게스트,미겔 앙헬 비바스,(주)스톰픽쳐스코리아,2018-09-12,스페인,228,101103647,11517,공포(호러),청소년관람불가,독립/예술영화
279,280,2018,오 루시!,히라야나기 아츠코,(주)엣나인필름,2018-06-28,미국,114,89905400,11424,멜로/로맨스,15세이상관람가,독립/예술영화
280,281,2018,출동! 소방관 샘: 외계인 대소동,개리 앤드류스,(주)머스트씨무비릴리징컴퍼니,2018-11-08,영국,152,81998500,11364,애니메이션,전체관람가,일반영화
281,282,2018,공동정범,"김일란,이혁상","(주)엣나인필름,(주)시네마달",2018-01-25,한국,73,82372300,11198,다큐멘터리,15세이상관람가,독립/예술영화
282,283,2018,토이무비: 미래대모험,게리 왕,(주)영화사 빅,2018-10-03,중국,176,80683600,10912,애니메이션,전체관람가,독립/예술영화
283,284,2018,밤쉘,알렉산드라 딘,(주)영화사 그램,2018-06-07,미국,36,83823330,10907,다큐멘터리,15세이상관람가,독립/예술영화
284,285,2018,라이크 크레이지,드레이크 도레무스,(주)팝엔터테인먼트,2018-05-30,미국,116,81549980,10850,드라마,"12세이상관람가,15세이상관람가",독립/예술영화
285,286,2018,일곱 개의 대죄 : 천공의 포로,아베 노리유키,(주)엠제이픽쳐스,2018-11-29,일본,88,85536100,10806,애니메이션,15세이상관람가,일반영화
286,287,2018,더 미드와이프,마르탱 프로보스트,"(주)더블앤조이픽쳐스,(주)브리즈픽처스",2018-03-22,프랑스,90,82443400,10791,드라마,15세이상관람가,독립/예술영화
287,288,2018,택시 5,프랑크 가스탐비드,(주)삼백상회,2018-11-22,프랑스,224,86093100,10768,액션,15세이상관람가,일반영화
288,289,2018,레더페이스,"알렉상드르 뷔스티요,줄리엔 모리",(주)드림팩트엔터테인먼트,2018-01-25,캐나다,37,32177900,10744,공포(호러),청소년관람불가,독립/예술영화
289,290,2018,갈매기,마이클 메이어,(주)뮤제엔터테인먼트,2018-12-13,미국,43,88614250,10719,드라마,12세이상관람가,독립/예술영화
290,291,2018,영웅본색4,딩성,(주)키다리이엔티,2018-03-22,중국,110,73375200,10659,액션,15세이상관람가,독립/예술영화
291,292,2018,살아남은 아이,신동석,"CGV아트하우스,(주)엣나인필름",2018-08-30,한국,68,89138900,10652,드라마,12세이상관람가,독립/예술영화
292,293,2018,5.18 힌츠페터 스토리,장영주,(주)드림팩트엔터테인먼트,2018-05-17,한국,119,72502600,10610,다큐멘터리,12세이상관람가,독립/예술영화
293,294,2018,"아이, 토냐",크레이그 질레스피,"(주)영화사 진진,(주)누리픽쳐스",2018-03-08,미국,186,81657900,10261,드라마,청소년관람불가,독립/예술영화
294,295,2018,피의 연대기,김보람,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2018-01-18,한국,38,79380200,10145,다큐멘터리,12세이상관람가,독립/예술영화
295,296,2018,나비잠,정재은,(주)트리플픽쳐스,2018-09-06,한국,91,85180950,10101,멜로/로맨스,15세이상관람가,독립/예술영화
296,297,2018,배드 사마리안,딘 데블린,(주)영화사 빅,2018-10-18,미국,159,85345800,10074,스릴러,15세이상관람가,독립/예술영화
297,298,2018,잉글랜드 이즈 마인,마크 길,"(주)싸이더스,무브먼트",2018-07-05,영국,42,86726647,9966,드라마,12세이상관람가,독립/예술영화
298,299,2018,에델과 어니스트,로저 메인우드,(주)영화사 진진,2018-05-10,영국,40,82383700,9952,애니메이션,12세이상관람가,독립/예술영화
299,300,2018,토마스와 친구들: 우정의 대모험,데이비드 스토튼,와이드 릴리즈(주),2018-12-13,영국,196,71627750,9899,애니메이션,전체관람가,일반영화
300,301,2018,악셀,레오 리,(주)팝엔터테인먼트,2018-03-08,중국,121,72824000,9556,판타지,전체관람가,독립/예술영화
301,302,2018,드래곤 프린세스,알트욤 루키체프,(주)박수엔터테인먼트,2018-07-05,러시아,215,69399700,9501,애니메이션,전체관람가,독립/예술영화
302,303,2018,클레어의 카메라,홍상수,"(주)영화제작전원사 ,(주)콘텐츠판다,무브먼트",2018-04-25,한국,68,75289300,9430,드라마,15세이상관람가,독립/예술영화
304,305,2018,메리 셸리: 프랑켄슈타인의 탄생,하이파 알-만수르,(주)팝엔터테인먼트,2018-12-20,미국,37,76730950,9208,드라마,15세이상관람가,독립/예술영화
305,306,2018,필름스타 인 리버풀,폴 맥기건,그린나래미디어(주),2018-10-25,영국,35,77063350,9192,드라마,15세이상관람가,독립/예술영화
306,307,2018,미스터 스마일,데이빗 로워리,(주)티캐스트,2018-12-27,미국,56,78284800,9138,드라마,15세이상관람가,독립/예술영화
307,308,2018,보리 vs 매켄로,야누스 메츠,(주)엣나인필름,2018-05-10,스웨덴,127,77882433,9080,드라마,12세이상관람가,독립/예술영화
308,309,2018,새벽을 알리는 루의 노래,유아사 마사아키,(주)미디어캐슬,2018-01-31,일본,99,74388600,9008,애니메이션,전체관람가,독립/예술영화
310,311,2018,호랑이보다 무서운 겨울손님,이광국,"그린나래미디어(주),무브먼트",2018-04-12,한국,134,70058900,8680,멜로/로맨스,15세이상관람가,독립/예술영화
311,312,2018,햄스테드,조엘 홉킨스,(주)팝엔터테인먼트,2018-07-05,영국,37,66560300,8648,코미디,15세이상관람가,독립/예술영화
312,313,2018,엄마의 공책,김성호,아이 엠,2018-03-15,한국,75,59206500,8612,드라마,전체관람가,독립/예술영화
313,314,2018,바나나쏭의 기적,"송우용,지혜원","(주)영화사 그램,(재)CBS",2018-03-08,한국,53,59787200,8542,다큐멘터리,전체관람가,독립/예술영화
314,315,2018,에스코바르,페르난도 레온 데 아라노아,(주)영화사 빅,2018-11-15,스페인,99,70484500,8493,범죄,15세이상관람가,독립/예술영화
315,316,2018,극장판 파워레인저 갤럭시포스 VS 스페이스 스쿼드,사카모토 코이치,(주)이수C&E,2018-12-06,일본,199,64418550,8375,애니메이션,전체관람가,일반영화
316,317,2018,마라,클라이브 톤지,(주)스톰픽쳐스코리아,2018-10-18,미국,144,69448350,8272,공포(호러),12세이상관람가,독립/예술영화
317,318,2018,홈,김종우,(주)리틀빅픽쳐스,2018-05-30,한국,123,59594222,8243,가족,전체관람가,독립/예술영화
318,319,2018,28세 미성년,장모,(주)드림팩트엔터테인먼트,2018-11-21,중국,135,63912000,8141,멜로/로맨스,15세이상관람가,독립/예술영화
321,322,2018,원스 어폰 어 타임 인 베니스,"마크 컬렌,롭 컬렌","(주)브리즈픽처스,(주)영화사오원",2018-09-06,미국,206,64901700,8011,코미디,15세이상관람가,독립/예술영화
322,323,2018,콜럼버스,코고나다,(주)영화사오원,2018-04-19,미국,55,66577000,7977,드라마,12세이상관람가,독립/예술영화
323,324,2018,데스 위시,일라이 로스,"주식회사 더쿱,TCO(주)더콘텐츠온",2018-10-11,미국,97,61732250,7915,액션,15세이상관람가,일반영화
324,325,2018,찰스 디킨스의 비밀 서재,바랫 낼러리,(주)이수C&E,2018-01-11,아일랜드,103,60577600,7909,드라마,전체관람가,독립/예술영화
325,326,2018,맥퀸,"이안 보노트,피터 에트귀",(주)엣나인필름,2018-10-04,영국,45,72564112,7901,다큐멘터리,15세이상관람가,독립/예술영화
326,327,2018,극장판 뚝딱뚝딱 밥아저씨: 메가 머신의 역습,스튜어트 에반스,(주)머스트씨무비릴리징컴퍼니,2018-04-19,영국,90,55820500,7803,애니메이션,전체관람가,일반영화
327,328,2018,맨 오브 마스크,알베르 뒤퐁텔,(주)라이크콘텐츠,2018-04-12,프랑스,56,60543100,7613,드라마,12세이상관람가,독립/예술영화
328,329,2018,언덕길의 아폴론,미키 타카히로,(주)디스테이션,2018-08-29,일본,69,61827100,7506,드라마,전체관람가,독립/예술영화
329,330,2018,풀잎들,홍상수,"(주)콘텐츠판다,(주)영화제작전원사 ,무브먼트",2018-10-25,한국,54,59386250,7318,드라마,15세이상관람가,독립/예술영화
330,331,2018,뷰티풀 데이즈,윤재호,"(주)콘텐츠판다,(주)스마일이엔티",2018-11-21,한국,142,54100550,7244,드라마,12세이상관람가,독립/예술영화
331,332,2018,씨 오브 트리스,구스 반 산트,(주)영화사오원,2018-05-10,미국,98,58561600,7087,드라마,12세이상관람가,독립/예술영화
332,333,2018,어른도감,김인선,(주)영화사 진진,2018-08-23,한국,58,53139700,6956,코미디,12세이상관람가,독립/예술영화
333,334,2018,델마,요아킴 트리에,그린나래미디어(주),2018-08-15,노르웨이,37,59854600,6694,멜로/로맨스,15세이상관람가,독립/예술영화
334,335,2018,판타스틱 우먼,세바스찬 렐리오,아이 엠,2018-04-19,칠레,45,54845600,6651,드라마,15세이상관람가,독립/예술영화
335,336,2018,밤은 짧아 걸어 아가씨야,유아사 마사아키,(주)라이크콘텐츠,2018-03-29,일본,45,51696700,6618,애니메이션,12세이상관람가,독립/예술영화
336,337,2018,환절기,이동은,(주)리틀빅픽쳐스,2018-02-22,한국,51,52955000,6592,드라마,15세이상관람가,독립/예술영화
337,338,2018,더 파티,샐리 포터,(주)라이크콘텐츠,2018-12-20,영국,32,54265350,6494,코미디,15세이상관람가,독립/예술영화
339,340,2018,"사랑, 스무살",제이크 골드버거,와이드 릴리즈(주),2018-10-25,미국,168,52817950,6367,멜로/로맨스,12세이상관람가,독립/예술영화
340,341,2018,극장판 토미카 하이퍼레스큐 드라이브헤드,카토 타카오,(주)팝엔터테인먼트,2018-10-03,일본,140,49667400,6226,애니메이션,전체관람가,일반영화
342,343,2018,댄싱 베토벤,아란사 아귀레,(주)마노엔터테인먼트,2018-02-22,스페인,43,43550500,5952,다큐멘터리,전체관람가,독립/예술영화
343,344,2018,해적왕 작스톰,필립 귀엔,(주)삼지애니메이션,2018-07-25,한국,65,45905800,5916,애니메이션,전체관람가,일반영화
344,345,2018,한낮의 유성,신조 타케히코,(주)스마일이엔티,2018-04-19,일본,108,48639300,5881,멜로/로맨스,12세이상관람가,독립/예술영화
345,346,2018,엔테베 작전,호세 파딜라,CGV아트하우스,2018-06-07,미국,103,46996200,5874,범죄,12세이상관람가,독립/예술영화
349,350,2018,극장판 마법소녀 마도카 마기카(신편): 반역의 이야기,신보 아키유키,(주)애니플러스,2018-03-15,일본,62,44751500,5647,애니메이션,12세이상관람가,독립/예술영화
352,353,2018,극장판 페어리 테일: 드래곤 크라이,미나미카와 타츠마,(주)씨제이이엔엠,2018-05-31,일본,97,44098400,5295,애니메이션,12세이상관람가,일반영화
353,354,2018,서산개척단,이조훈,(주)인디플러그,2018-05-24,한국,52,43554100,5260,다큐멘터리,12세이상관람가,독립/예술영화
354,355,2018,돌아와요 부산항애(愛),박희준,"(주)나이너스엔터테인먼트,주식회사 시온픽쳐스",2018-01-17,한국,88,38622300,5163,범죄,15세이상관람가,일반영화
355,356,2018,운동회,김진태,(주)리틀빅픽쳐스,2018-03-22,한국,81,33945900,5075,가족,12세이상관람가,독립/예술영화
357,358,2018,저니스 엔드,사울 딥,(주)스톰픽쳐스코리아,2018-11-28,영국,63,37714850,4861,전쟁,15세이상관람가,독립/예술영화
358,359,2018,카운터스,이일하,㈜인디스토리,2018-08-15,한국,51,37673900,4819,다큐멘터리,15세이상관람가,독립/예술영화
359,360,2018,블리딩 스틸,장립가,(주)박수엔터테인먼트,2018-04-19,중국,116,38266600,4754,액션,15세이상관람가,독립/예술영화
361,362,2018,주피터스 문,코르넬 문드럭초,(주)엣나인필름,2018-08-02,헝가리,39,37249800,4603,SF,15세이상관람가,독립/예술영화
362,363,2018,트라이앵글,크리스토퍼 스미스,와이드 릴리즈(주),2018-08-29,영국,82,32766850,4558,공포(호러),15세이상관람가,독립/예술영화
