순번,개봉연도,영화명,감독,제작사,수입사,배급사,개봉일,국적,전국스크린수,전국매출액,전국관객수,장르,등급,영화구분
147,2016,유스,파올로 소렌티노,,그린나래미디어(주),그린나래미디어(주),2016-01-07,이탈리아,65,661767600,85166,드라마,15세이상관람가,독립/예술영화
148,2016,다이노X 탐험대,이동희,(주)MBC,,(주)이수C&E,2016-05-04,한국,348,634339900,82148,애니메이션,전체관람가,독립/예술영화
149,2016,최악의 하루,김종관,㈜인디스토리,,CGV아트하우스,2016-08-25,한국,199,639959190,80754,멜로/로맨스,15세이상관람가,독립/예술영화
150,2016,로스트 인 더스트,데이빗 맥킨지,,(주)메인타이틀픽쳐스,메가박스중앙(주)플러스엠,2016-11-03,미국,354,621368822,79812,범죄,15세이상관람가,일반영화
151,2016,오 마이 그랜파,댄 마저,,(주)수키픽쳐스,판씨네마(주),2016-03-17,미국,396,632806532,79701,코미디,청소년관람불가,일반영화
152,2016,룸,레니 에이브러햄슨,,(주)콘텐츠게이트,"(주)팝엔터테인먼트,(주)영화사 빅",2016-03-03,아일랜드,333,621606700,78253,드라마,15세이상관람가,독립/예술영화
153,2016,엽기적인 그녀 2,조근식,(주)신씨네,,(주)리틀빅픽쳐스,2016-05-12,한국,387,588233900,76321,멜로/로맨스,15세이상관람가,일반영화
154,2016,하이큐!! 끝과 시작,미츠나카 스스무,,(주)에이원엔터테인먼트,(주)팝엔터테인먼트,2016-11-16,일본,130,544846000,75704,애니메이션,12세이상관람가,일반영화
155,2016,언더월드: 블러드 워,안나 포에스터,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-11-30,미국,183,567567100,72071,액션,15세이상관람가,일반영화
156,2016,바다 탐험대 옥토넛 시즌4: 늪지탐험선K,다라 오코넬,,(주)얼리버드픽쳐스,와이드 릴리즈(주),2016-09-28,영국,164,420233500,69881,애니메이션,전체관람가,독립/예술영화
157,2016,세상에서 고양이가 사라진다면,나가이 아키라,,(주)크리픽쳐스,(주)크리픽쳐스,2016-11-09,일본,175,497645200,69586,드라마,12세이상관람가,독립/예술영화
158,2016,어카운턴트,게빈 오코너,,워너브러더스 코리아(주),워너브러더스 코리아(주),2016-10-13,미국,375,548544928,69529,액션,15세이상관람가,일반영화
159,2016,번개맨,조근현,"(주)드림써치C&C,한국교육방송공사 EBS",,(주)키다리이엔티,2016-02-11,한국,393,516736500,69303,판타지,전체관람가,일반영화
160,2016,이퀄스,드레이크 도리머스,,(주)모멘텀엔터테인먼트,(주)키다리이엔티,2016-08-31,미국,357,519932300,68897,드라마,15세이상관람가,일반영화
161,2016,스티브 잡스,대니 보일,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-01-21,미국,384,535351276,68815,드라마,12세이상관람가,일반영화
162,2016,아이엠스타 뮤직어워드,와타다 신야,,(주)씨제이이엔엠,(주)씨제이이엔엠,2016-09-14,일본,358,455696500,67027,애니메이션,전체관람가,일반영화
163,2016,올레,채두병,(주)어바웃필름,,"(주)대명문화공장,(주)리틀빅픽쳐스",2016-08-25,한국,338,522938900,66883,드라마,15세이상관람가,일반영화
164,2016,리틀메딕: 몸속탐험대,피터 클라릿지,,그린나래미디어(주),(주)팝엔터테인먼트,2016-11-24,독일,291,515053700,66562,애니메이션,전체관람가,독립/예술영화
165,2016,선생님의 일기,니티왓 다라톤,,(주)미로비젼,"(주)드림팩트엔터테인먼트,(주)미로스페이스",2016-11-02,태국,163,461032900,66314,멜로/로맨스,12세이상관람가,독립/예술영화
166,2016,레터스 투 갓,데이빗 닉슨,,(재)CBS,(주)모멘텀엔터테인먼트,2016-02-25,미국,119,430338300,65887,가족,전체관람가,독립/예술영화
167,2016,데몰리션,장 마크 발레,,(주)메인타이틀픽쳐스,(주)리틀빅픽쳐스,2016-07-13,미국,198,533506821,65145,드라마,청소년관람불가,독립/예술영화
168,2016,극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,나카자와 쇼지로,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2016-11-03,일본,406,497324800,63800,액션,전체관람가,일반영화
169,2016,바다 탐험대 옥토넛 시즌4: 빙하탐험선S,다라 오코넬,,(주)얼리버드픽쳐스,와이드 릴리즈(주),2016-02-25,영국,155,361596000,60977,애니메이션,전체관람가,독립/예술영화
170,2016,두 남자,이성태,(주)엠씨엠씨,,(주)키다리이엔티,2016-11-30,한국,397,459566121,60365,범죄,청소년관람불가,일반영화
171,2016,극장판 도라에몽: 신 진구의 버스 오브 재팬,야쿠와 신노스케,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2016-12-21,일본,282,453920100,59147,애니메이션,전체관람가,일반영화
172,2016,트럼보,제이 로치,,그린나래미디어(주),"그린나래미디어(주),(주)프레인글로벌",2016-04-07,미국,310,462652100,58784,드라마,15세이상관람가,독립/예술영화
173,2016,바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,다라 오코넬,,(주)얼리버드픽쳐스,와이드 릴리즈(주),2016-06-02,영국,162,349288000,58345,애니메이션,전체관람가,독립/예술영화
174,2016,극장판 프랭키와 친구들: 생명의 나무,박정오,프랭키영화문화산업전문(주),,예지림엔터테인먼트,2016-04-13,한국,258,410518600,56835,애니메이션,전체관람가,일반영화
175,2016,더 보이,윌리엄 브렌트 벨,,(주)컴퍼니엘,(주)리틀빅픽쳐스,2016-06-01,미국,186,441611821,55875,공포(호러),15세이상관람가,독립/예술영화
176,2016,백설공주 : 사라진 아빠를 찾아서,벤 차오,,예지림엔터테인먼트,예지림엔터테인먼트,2016-09-29,중국,213,425994300,55355,애니메이션,전체관람가,독립/예술영화
177,2016,그물,김기덕,(주)김기덕 필름,,(주)넥스트엔터테인먼트월드(NEW),2016-10-06,한국,381,416593300,55342,드라마,15세이상관람가,독립/예술영화
178,2016,드레스메이커,조셀린 무어하우스,,브릿지웍스 엔터테인먼트(주),(주)리틀빅픽쳐스,2016-02-11,호주,176,440059500,55330,드라마,15세이상관람가,독립/예술영화
179,2016,빅뱅 메이드,변진호,(주)와이지엔터테인먼트,,씨제이 씨지브이(CJ CGV)(주),2016-06-30,한국,56,464727700,55227,다큐멘터리,12세이상관람가,일반영화
180,2016,파라노말 액티비티: 더 고스트 디멘션,그레고리 플로킨,,(주)다자인소프트,(주)박수엔터테인먼트,2016-04-21,미국,353,454055200,54972,미스터리,15세이상관람가,일반영화
181,2016,잡아야 산다,오인천,더퀸디앤엠 주식회사,,오퍼스픽쳐스(유),2016-01-07,한국,219,410361400,54450,코미디,15세이상관람가,일반영화
182,2016,순종,"김동민,이주훈",(재)CBS,,"(재)CBS,(주)영화사 안다미로",2016-11-17,한국,104,382422200,54144,다큐멘터리,전체관람가,독립/예술영화
183,2016,"나, 다니엘 블레이크",켄 로치,,(주)영화사 진진,(주)영화사 진진,2016-12-08,영국,63,420708100,53018,드라마,12세이상관람가,독립/예술영화
184,2016,브루클린,존 크로울리,,이십세기폭스코리아(주),이십세기폭스코리아(주),2016-04-21,미국,40,410850100,50768,드라마,12세이상관람가,독립/예술영화
185,2016,포레스트: 죽음의 숲,제이슨 자다,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-03-30,미국,312,391633862,50631,공포(호러),12세이상관람가,일반영화
186,2016,마음이 외치고 싶어해,나가이 타츠유키,,(주)머스트씨무비릴리징컴퍼니,"주식회사 온 피크,스튜디오 프로그레시브 인큐베이터",2016-03-30,일본,122,405746600,49813,애니메이션,12세이상관람가,독립/예술영화
187,2016,우리들,윤가은,(주)아토,,(주)엣나인필름,2016-06-16,한국,76,355363960,47769,드라마,전체관람가,독립/예술영화
188,2016,목숨 건 연애,송민규,(주)비에이엔터테인먼트,,오퍼스픽쳐스(유),2016-12-14,한국,393,359712800,47479,멜로/로맨스,15세이상관람가,일반영화
189,2016,머니 몬스터,조디 포스터,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-08-31,미국,151,367961600,47226,스릴러,15세이상관람가,일반영화
190,2016,트리플 9,존 힐코트,,(주)메인타이틀픽쳐스,(주)리틀빅픽쳐스,2016-04-20,미국,329,365164300,47197,범죄,청소년관람불가,일반영화
191,2016,엽문3: 최후의 대결,엽위신,,(주)키다리이엔티,(주)키다리이엔티,2016-03-10,홍콩,130,391356600,46756,액션,12세이상관람가,독립/예술영화
192,2016,갤럭시 히어로즈: 라쳇 앤 클랭크,케빈 먼로,,(유)조이앤시네마,(주)영화사 빅,2016-08-17,미국,237,336281100,46638,애니메이션,전체관람가,독립/예술영화
193,2016,하드코어 헨리,일리야 나이슐러,,㈜코리아스크린,"㈜코리아스크린,와이드 릴리즈(주)",2016-05-19,미국,239,399211211,46373,액션,청소년관람불가,일반영화
194,2016,블레어 위치,아담 윈가드,,㈜코리아스크린,㈜코리아스크린,2016-11-23,미국,172,367484200,46285,공포(호러),15세이상관람가,일반영화
195,2016,미스 사이공 : 25주년 특별 공연,브렛 설리반,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-11-24,미국,100,891218300,46080,공연,15세이상관람가,일반영화
196,2016,범죄의 여왕,"이요섭,김태곤",광화문시네마,,"(주)콘텐츠판다,TCO(주)더콘텐츠온",2016-08-25,한국,270,343663400,43823,스릴러,15세이상관람가,독립/예술영화
197,2016,플래그 더 문,엔리케 가토,,(주)다자인소프트,(주)박수엔터테인먼트,2016-06-02,스페인,244,320445000,43743,애니메이션,전체관람가,독립/예술영화
198,2016,스푹스:MI5,바랫 낼러리,,(주)영화사 빅,(주)영화사 빅,2016-03-17,영국,341,316642549,41416,액션,15세이상관람가,일반영화
199,2016,잔예 - 살아서는 안되는 방,나카무라 요시히로,,(주)퍼스트런,(주)넥스트엔터테인먼트월드(NEW),2016-07-07,일본,287,336004700,41023,공포(호러),15세이상관람가,독립/예술영화
200,2016,동급생,나카무라 쇼코,,(주)애니플러스,(주)박수엔터테인먼트,2016-05-19,일본,100,280704500,38706,애니메이션,15세이상관람가,독립/예술영화
201,2016,나의 그리스식 웨딩 2,커크 존스,,(주)누리픽쳐스,(주)이수C&E,2016-03-30,미국,327,288215300,38305,코미디,15세이상관람가,일반영화
202,2016,트릭,이창열,엘씨오픽쳐스,,"(주)스톰픽쳐스코리아,(주)이수C&E",2016-07-13,한국,390,297315300,38155,스릴러,15세이상관람가,일반영화
203,2016,4등,정지우,"국가인권위원회,정지우 필름",,"(주)프레인글로벌,CGV아트하우스",2016-04-13,한국,213,282006700,37943,드라마,15세이상관람가,독립/예술영화
204,2016,파워배틀 와치카 미니카 배틀리그: 불꽃의 질주,이영준,(주)삼지애니메이션,,(주)삼지애니메이션,2016-08-17,한국,170,270014820,35569,애니메이션,전체관람가,독립/예술영화
205,2016,빌리와 용감한 녀석들: 치킨 히어로,"가브리엘 리바 팔라시오 알라트리스테,로돌포 리바 팔라시오 알라트리스테",,㈜코리아스크린,"(주)박수엔터테인먼트,㈜코리아스크린",2016-02-17,미국,241,248003600,35517,애니메이션,전체관람가,독립/예술영화
206,2016,브루클린의 멋진 주말,리차드 론크레인,,(주)에스와이코마드,(주)영화사 진진,2016-01-21,미국,103,264523800,35318,드라마,12세이상관람가,독립/예술영화
207,2016,신은 죽지 않았다 2,해롤드 크론크,,(주)에스와이코마드,"(주)에스와이코마드,글뫼 주식회사",2016-04-07,미국,96,249592600,34584,드라마,12세이상관람가,독립/예술영화
208,2016,"헤일, 시저!","에단 코엔,조엘 코엔",,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-03-24,미국,253,271122300,34295,코미디,12세이상관람가,독립/예술영화
209,2016,무한대를 본 남자,맷 브라운,,판씨네마(주),판씨네마(주),2016-11-03,영국,309,254945754,33188,드라마,12세이상관람가,독립/예술영화
210,2016,태양 아래,비탈리 만스키,,에이리스트엔터테인먼트,THE 픽쳐스,2016-04-27,체코,120,206495400,33008,다큐멘터리,전체관람가,독립/예술영화
211,2016,인어공주 : 새로운 모험의 시작,아담 추,,예지림엔터테인먼트,예지림엔터테인먼트,2016-11-03,중국,262,243784300,32318,애니메이션,전체관람가,독립/예술영화
213,2016,대결,신동엽,"휴메니테라픽쳐스(주),컴퍼니에이이엔티(주)",,"(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온",2016-09-22,한국,366,251176500,32278,액션,15세이상관람가,일반영화
214,2016,극장판 프리파라 모두 모여라! 프리즘☆투어즈,히시다 마사카즈,동우에이앤이(주),,(주)박수엔터테인먼트,2016-10-13,한국,157,263405900,31843,애니메이션,전체관람가,독립/예술영화
215,2016,극장판 유희왕 더 다크 사이드 오브 디멘션즈,쿠와바라 사토시,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2016-06-09,일본,210,253214200,31805,애니메이션,전체관람가,일반영화
216,2016,그랜드파더,이서,(주)한이야기,,"(주)인벤트스톤,(주)디스테이션",2016-08-31,한국,288,233692400,31640,액션,청소년관람불가,독립/예술영화
217,2016,쿠보와 전설의 악기,트래비스 나이트,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-10-26,미국,100,208824862,30525,애니메이션,전체관람가,일반영화
218,2016,33,패트리시아 리건,,(주)나이너스엔터테인먼트,(주)나이너스엔터테인먼트,2016-04-07,미국,320,228351400,29728,드라마,12세이상관람가,일반영화
219,2016,스노우타임,장 프랑소아 풀리오,,(주)영화사 빅,(주)영화사 빅,2016-12-15,캐나다,259,211141400,29575,애니메이션,전체관람가,독립/예술영화
220,2016,테일 오브 테일즈,마테오 가로네,,오드,오드,2016-11-24,이탈리아,102,231590200,29564,판타지,청소년관람불가,독립/예술영화
221,2016,카페 6,오자운,,(주)영화사오원,(주)라이크콘텐츠,2016-11-16,대만,126,196383500,28353,멜로/로맨스,12세이상관람가,독립/예술영화
223,2016,걸즈 앤 판처 극장판,미즈시마 츠토무,,(주)머스트씨무비릴리징컴퍼니,"(주)머스트씨무비릴리징컴퍼니,주식회사 온 피크",2016-08-25,일본,57,251874100,28121,애니메이션,12세이상관람가,일반영화
224,2016,토마스와 친구들: 용감한 기관차와 괴물소동,롭 실베스트리,,KBS 미디어,와이드 릴리즈(주),2016-10-13,영국,291,192443400,27345,애니메이션,전체관람가,독립/예술영화
225,2016,인천상륙작전 : 익스텐디드 에디션(확장판),이재한,(주)태원엔터테인먼트,,(주)씨제이이엔엠,2016-09-13,한국,122,220051200,27070,전쟁,15세이상관람가,일반영화
226,2016,뉴 스텝업: 어반댄스,타미 데이비스,,(주)티앤엘엔터테인먼트,THE 픽쳐스,2016-09-22,뉴질랜드,176,170417700,26381,액션,15세이상관람가,독립/예술영화
227,2016,하이-라이즈,벤 휘틀리,,찬란,찬란,2016-03-30,영국,108,192162100,24600,스릴러,청소년관람불가,독립/예술영화
228,2016,키즈모노가타리 I : 철혈편,신보 아키유키,,(주)애니플러스,(주)박수엔터테인먼트,2016-06-30,일본,74,187057500,24492,애니메이션,15세이상관람가,일반영화
229,2016,카이: 거울 호수의 전설,이성강,"주식회사 다다쇼,(주)영화사레드피터",,메가박스중앙(주)플러스엠,2016-08-17,한국,172,180633800,24451,애니메이션,전체관람가,독립/예술영화
230,2016,나이스 가이즈,쉐인 블랙,,(주)누보필림,메가박스중앙(주)플러스엠,2016-07-06,미국,249,187911838,24268,범죄,청소년관람불가,일반영화
231,2016,에곤 쉴레: 욕망이 그린 그림,디에터 버너,,(주)티캐스트,(주)티캐스트,2016-12-22,오스트리아,50,187989100,23528,드라마,청소년관람불가,독립/예술영화
232,2016,하이 스피드! –프리! 스타팅 데이즈-,타케모토 야스히로,,(주)애니플러스,(주)박수엔터테인먼트,2016-03-24,일본,60,172018500,23496,애니메이션,전체관람가,일반영화
233,2016,미스터 캣,배리 소넨필드,,"(주)비트윈에프앤아이,(주)젠픽쳐스",(주)리틀빅픽쳐스,2016-10-19,프랑스,241,181383750,23350,코미디,전체관람가,독립/예술영화
234,2016,사울의 아들,라즐로 네메스,,"(주)비트윈에프앤아이,(주)엠씨엠씨",그린나래미디어(주),2016-02-25,헝가리,50,185784643,23148,드라마,청소년관람불가,독립/예술영화
235,2016,45년 후,앤드류 헤이,,판씨네마(주),판씨네마(주),2016-05-05,영국,45,176524818,22745,드라마,15세이상관람가,독립/예술영화
237,2016,스킵트레이스: 합동수사,레니 할린,,(주)미디어로그,(주)영화사 빅,2016-08-31,홍콩,244,163700300,22350,액션,15세이상관람가,일반영화
238,2016,연애담,이현주,한국영화아카데미,,(주)인디플러그,2016-11-17,한국,38,182316100,22304,멜로/로맨스,청소년관람불가,독립/예술영화
239,2016,시크릿 인 데어 아이즈,빌리 레이,,판씨네마(주),판씨네마(주),2016-04-27,미국,186,162031200,21692,미스터리,15세이상관람가,일반영화
240,2016,히야,김지연,"(주)메이저타운,(주)더재미팩토리,(주)알지엔터웍스",,(주)라이크콘텐츠,2016-03-10,한국,124,173844100,21687,드라마,12세이상관람가,일반영화
241,2016,하이큐!! 승자와 패자,미츠나카 스스무,,(주)에이원엔터테인먼트,"(주)이수C&E,(주)팝엔터테인먼트",2016-12-28,일본,103,145794000,20814,애니메이션,12세이상관람가,일반영화
242,2016,세기의 매치,에드워드 즈윅,,판씨네마(주),판씨네마(주),2016-01-28,미국,187,155570400,20448,드라마,12세이상관람가,독립/예술영화
243,2016,바그다드 카페 : 디렉터스컷,퍼시 애들론,,"주식회사 왓챠,(주)피터팬픽쳐스","주식회사 왓챠,(주)팝엔터테인먼트",2016-07-14,독일,59,147129809,20195,코미디,15세이상관람가,독립/예술영화
244,2016,칠드런 오브 맨,알폰소 쿠아론,,"영화사 마농(주),(주)씨네클럽봉봉미엘","영화사 마농(주),(주)씨네클럽봉봉미엘",2016-09-22,영국,56,160639200,19548,SF,15세이상관람가,독립/예술영화
245,2016,립반윙클의 신부,이와이 슌지,,주식회사 더쿱,"TCO(주)더콘텐츠온,주식회사 더쿱",2016-09-28,일본,85,156603300,19412,드라마,15세이상관람가,독립/예술영화
246,2016,커터,정희성,(주)엘픽쳐스,,(주)스톰픽쳐스코리아,2016-03-30,한국,199,151165500,19405,범죄,청소년관람불가,독립/예술영화
247,2016,트루스,제임스 밴더빌트,,(주)영화사오원,(주)라이크콘텐츠,2016-08-24,미국,123,151967000,19315,드라마,15세이상관람가,독립/예술영화
248,2016,이레셔널 맨,우디 앨런,,(주)프레인글로벌,(주)프레인글로벌,2016-07-21,미국,40,155721500,19287,범죄,청소년관람불가,독립/예술영화
249,2016,프란치스코,베다 도캄포 페이주,,(주)머스트씨무비릴리징컴퍼니,스튜디오 프로그레시브 인큐베이터,2016-03-10,스페인,184,131126849,18799,드라마,12세이상관람가,독립/예술영화
250,2016,섬. 사라진 사람들,이지승,시네마팩토리,,(주)콘텐츠판다,2016-03-03,한국,206,148749900,18485,스릴러,15세이상관람가,독립/예술영화
251,2016,다음 침공은 어디?,마이클 무어,,판씨네마(주),판씨네마(주),2016-09-08,미국,32,142865700,18329,다큐멘터리,15세이상관람가,독립/예술영화
252,2016,버스 657,스콧 만,,(주)스톰픽쳐스코리아,(주)스톰픽쳐스코리아,2016-01-14,미국,161,143676000,18042,액션,15세이상관람가,일반영화
253,2016,당신자신과 당신의 것,홍상수,(주)영화제작전원사,,"(주)영화제작전원사 ,(주)콘텐츠판다",2016-11-10,한국,151,145562200,17884,드라마,청소년관람불가,독립/예술영화
254,2016,"불량소녀, 너를 응원해!",도이 노부히로,,위드 라이언 픽쳐스,글뫼 주식회사,2016-09-21,일본,128,140509000,17875,드라마,12세이상관람가,독립/예술영화
255,2016,환상의 빛,고레에다 히로카즈,,주식회사 씨네룩스,주식회사 씨네룩스,2016-07-07,일본,37,143376800,17823,드라마,15세이상관람가,독립/예술영화
256,2016,미라클 프롬 헤븐,패트리시아 리건,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-05-25,미국,92,119875500,17625,드라마,전체관람가,일반영화
257,2016,비틀스: 에잇 데이즈 어 위크 – 투어링 이어즈,론 하워드,,(주)미디어로그,메가박스중앙(주)플러스엠,2016-10-19,영국,150,140251925,17563,드라마,12세이상관람가,독립/예술영화
258,2016,리틀 폭스,갈수영,,예지림엔터테인먼트,예지림엔터테인먼트,2016-06-23,중국,150,119098500,16204,애니메이션,전체관람가,독립/예술영화
259,2016,예전부터 계속 좋아했어 ~고백실행위원회~,야나기자와 테츠야,,(주)엔케이컨텐츠,(주)디스테이션,2016-09-29,일본,77,120601500,16187,애니메이션,전체관람가,일반영화
260,2016,더 웨이브,로아 우타우,,(주)히스토리필름,(주)팝엔터테인먼트,2016-07-13,노르웨이,140,124772321,15890,액션,12세이상관람가,독립/예술영화
261,2016,키즈모노가타리 II : 열혈편,신보 아키유키,,(주)애니플러스,(주)박수엔터테인먼트,2016-10-20,일본,69,122123000,15800,애니메이션,15세이상관람가,일반영화
262,2016,호비와 동화나라 대모험,히라바야시 이사무,,(주)머스트씨무비릴리징컴퍼니,(주)머스트씨무비릴리징컴퍼니,2016-12-08,일본,81,110170000,15603,애니메이션,전체관람가,일반영화
263,2016,아이 인 더 스카이,개빈 후드,,판씨네마(주),판씨네마(주),2016-07-14,영국,205,116603200,15258,전쟁,12세이상관람가,일반영화
264,2016,"나의 위대한 친구, 세잔",다니엘르 톰슨,,그린나래미디어(주),그린나래미디어(주),2016-12-15,프랑스,49,109187700,14983,드라마,15세이상관람가,독립/예술영화
265,2016,하나와 미소시루,아쿠네 토모아키,,(주)영화사 진진,(주)영화사 진진,2016-04-27,일본,104,112899538,14925,가족,전체관람가,독립/예술영화
266,2016,슈퍼소닉,매트 화이트크로스,,주식회사 씨네룩스,주식회사 씨네룩스,2016-11-24,영국,38,124067600,14785,다큐멘터리,15세이상관람가,독립/예술영화
267,2016,나쁜놈은 죽는다,손호,"(주)케이알씨지,(유)조이앤시네마",,"TCO(주)더콘텐츠온,(유)조이앤시네마",2016-02-04,중국,138,115698700,14767,코미디,15세이상관람가,일반영화
268,2016,비거 스플래쉬,루카 구아다그니노,,찬란,찬란,2016-08-03,이탈리아,40,116255129,14711,멜로/로맨스,청소년관람불가,독립/예술영화
269,2016,춘몽,장률,(주)률필름,,"(주)프레인글로벌,(주)스톰픽쳐스코리아",2016-10-13,한국,96,114343700,14423,드라마,15세이상관람가,독립/예술영화
270,2016,무수단,구모,골든타이드픽처스(주),,오퍼스픽쳐스(유),2016-03-03,한국,228,112188400,14386,미스터리,15세이상관람가,일반영화
271,2016,브링 홈: 아버지의 땅,텐진 체탄 초클리,(주)버디필름,,(주)드림팩트엔터테인먼트,2016-09-01,한국,36,111180200,14289,다큐멘터리,전체관람가,독립/예술영화
272,2016,라스트 홈,라민 바흐러니,,"(주)비트윈에프앤아이,(주)엠씨엠씨",(주)브리즈픽처스,2016-04-07,미국,163,109954000,14241,드라마,15세이상관람가,독립/예술영화
273,2016,아노말리사,"찰리 카우프만,듀크 존슨",,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2016-03-30,미국,93,115387000,14153,애니메이션,청소년관람불가,독립/예술영화
274,2016,캡틴 판타스틱,매트 로스,,주식회사 더쿱,"(주)팝엔터테인먼트,주식회사 더쿱",2016-11-30,미국,86,107544400,14084,드라마,15세이상관람가,독립/예술영화
275,2016,자객 섭은낭,허우 샤오시엔,,(주)영화사 진진,(주)영화사 진진,2016-02-04,대만,52,108695700,13938,사극,12세이상관람가,독립/예술영화
276,2016,산이 울다,래리 양,,"(주)영화공간,(주)가보차",(주)팝엔터테인먼트,2016-05-25,중국,107,104827700,13791,드라마,15세이상관람가,독립/예술영화
277,2016,와와의 학교 가는 날,펑천,,(주)마노엔터테인먼트,(주)마노엔터테인먼트,2016-10-27,중국,48,69920800,13285,드라마,전체관람가,독립/예술영화
278,2016,트윈스터즈,"사만다 푸터먼,라이언 미야모토",,(주)엣나인필름,CGV아트하우스,2016-03-03,미국,126,102163500,12804,다큐멘터리,12세이상관람가,독립/예술영화
279,2016,미스터 라잇,파코 카베자스,,(주)누리픽쳐스,(주)누리픽쳐스,2016-06-16,미국,92,92430800,12465,액션,청소년관람불가,일반영화
280,2016,도성풍운 3,왕정,,(주)라인앤지인,(주)드림팩트엔터테인먼트,2016-11-30,홍콩,51,67033500,12135,코미디,15세이상관람가,독립/예술영화
281,2016,오 마이 파파,박혁지,(주)하이하버픽쳐스,,(주)모멘텀엔터테인먼트,2016-11-10,한국,36,85100600,11992,다큐멘터리,전체관람가,독립/예술영화
282,2016,겁쟁이 페달: 더 무비,나가누마 노리히로,,(주)미디어캐슬,(주)미디어캐슬,2016-01-14,일본,52,83591192,11777,애니메이션,전체관람가,독립/예술영화
283,2016,호두까기 인형: 장난감 왕국 대모험,에두와르도 슐츠,,THE 픽쳐스,THE 픽쳐스,2016-12-15,페루,96,83577400,11720,애니메이션,전체관람가,독립/예술영화
284,2016,미니 자이언트,마크 브라운로우,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2016-01-28,영국,46,72748500,11703,애니메이션,전체관람가,독립/예술영화
285,2016,썸니아,마이크 플래너건,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2016-05-25,미국,200,92785045,11662,판타지,15세이상관람가,독립/예술영화
286,2016,디시에르토,조나스 쿠아론,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2016-10-05,멕시코,119,86697500,11568,드라마,15세이상관람가,독립/예술영화
287,2016,멜리스,김용운,(주)라임오렌지팩토리,,(주)드림팩트엔터테인먼트,2016-02-11,한국,141,90914800,11484,공포(호러),15세이상관람가,독립/예술영화
288,2016,마일스,돈 치들,,(주)메인타이틀픽쳐스,(주)영화사 빅,2016-08-10,미국,52,91150500,11164,드라마,청소년관람불가,독립/예술영화
289,2016,몽키킹2: 서유기 여정의 시작,정보서,,씨네라인월드(주),THE 픽쳐스,2016-05-19,중국,54,49077600,11156,액션,12세이상관람가,일반영화
290,2016,라우더 댄 밤즈,요아킴 트리에,,그린나래미디어(주),그린나래미디어(주),2016-10-27,노르웨이,55,89283700,11143,드라마,15세이상관람가,독립/예술영화
291,2016,사랑이 이끄는 대로,끌로드 를르슈,,그린나래미디어(주),그린나래미디어(주),2016-09-01,프랑스,45,84510900,10960,코미디,청소년관람불가,독립/예술영화
292,2016,나의 살던 고향은,류종헌,후즈닷컴,,(주)시네마달,2016-11-24,한국,62,80996600,10686,다큐멘터리,전체관람가,독립/예술영화
293,2016,"사랑해, 매기",에우헤니오 데르베스,,(주)월드시네마,와이드 릴리즈(주),2016-07-27,멕시코,66,79763000,10646,코미디,15세이상관람가,독립/예술영화
294,2016,부릉! 부릉! 브루미즈: 스피더의 모험 일기,이영준,(주)삼지애니메이션,,(주)삼지애니메이션,2016-12-15,한국,194,81128500,10208,애니메이션,전체관람가,독립/예술영화
295,2016,업 포 러브,로랑 티라르,,(주)엣나인필름,(주)엣나인필름,2016-12-21,프랑스,64,79191000,10086,멜로/로맨스,15세이상관람가,독립/예술영화
296,2016,어바웃 레이,게비 델랄,,오퍼스픽쳐스(유),오퍼스픽쳐스(유),2016-11-24,미국,73,72404997,9851,코미디,15세이상관람가,독립/예술영화
297,2016,바다의 노래: 벤과 셀키요정의 비밀,톰 무어,,(주)영화사 진진,(주)영화사 진진,2016-01-14,아일랜드,141,69828300,9826,애니메이션,전체관람가,독립/예술영화
298,2016,오만과 편견 그리고 좀비,버 스티어스,,(주)누리픽쳐스,(주)이수C&E,2016-05-25,미국,138,76846300,9717,액션,15세이상관람가,일반영화
